building_id,neural1,neural2,neural3
57804,0.00024390325,0.03727636,0.96247977
850917,0.010981386,0.62636673,0.36265185
707816,0.6701597,0.32135367,0.00848662
675714,0.003579856,0.6258412,0.370579
16181,0.0058401707,0.7240686,0.27009127
527193,0.0407471,0.541563,0.41768998
546950,0.0076407553,0.7268076,0.26555172
804833,0.052544568,0.78925616,0.15819925
523558,0.04425393,0.74878156,0.20696454
904199,0.023384985,0.83951217,0.1371029
483430,0.0006943948,0.3535292,0.6457764
805217,0.021320933,0.85488343,0.12379568
718002,0.040057898,0.45323014,0.50671196
43122,0.0042832685,0.55674404,0.43897268
720385,0.6075735,0.3791917,0.013234738
747809,0.72694594,0.19837804,0.074675985
626215,0.0054412386,0.65731275,0.33724606
467034,0.7323574,0.2662861,0.0013565348
358357,0.42978147,0.42695868,0.14325982
890851,0.003988477,0.6397785,0.35623303
352159,0.004267005,0.56907266,0.42666033
300324,0.00034901823,0.043277103,0.95637393
704663,0.025271343,0.857025,0.11770368
491497,0.017282534,0.9009984,0.08171907
554718,0.029692281,0.6766977,0.29361013
298692,0.00030348744,0.28360406,0.71609247
1007419,0.12933023,0.65431136,0.21635845
191959,0.64879936,0.343825,0.007375688
775768,0.024730138,0.84322304,0.13204685
437176,0.0070777517,0.73459435,0.25832787
905105,0.006686119,0.580953,0.41236097
517682,0.06296577,0.89235157,0.044682633
133329,0.0060559413,0.7734647,0.22047935
937463,0.0012074824,0.08261397,0.9161786
589859,0.010549102,0.59109676,0.3983541
142094,0.007074312,0.76675457,0.22617109
659579,0.2197589,0.61022717,0.17001393
552652,0.0004456355,0.046771873,0.9527825
73868,0.0070303786,0.7519721,0.24099758
604630,0.0098387385,0.76074946,0.22941183
561370,0.005493501,0.80773425,0.18677221
798897,0.7578256,0.24105936,0.0011150842
91691,0.0022347586,0.7203839,0.27738136
200726,0.009414209,0.7738794,0.21670645
592332,0.002260317,0.5869866,0.41075313
81074,0.009779064,0.65844774,0.3317732
572901,0.0042610606,0.7894196,0.20631933
389256,0.5940628,0.40018103,0.0057561304
612059,0.0034324913,0.5760003,0.4205672
284448,0.017132556,0.8551729,0.12769447
147274,0.00029515344,0.039453696,0.96025115
10907,0.009880845,0.7376666,0.25245258
987941,0.0003761759,0.16543452,0.83418936
1046540,0.00037182408,0.04374542,0.9558827
876688,0.7088411,0.28898984,0.0021691495
813599,0.2207593,0.687684,0.09155675
442885,0.44682497,0.5264901,0.026684945
1017841,0.019461477,0.8795873,0.100951254
943286,0.0561546,0.8307308,0.11311463
518456,0.0030093049,0.73724216,0.25974858
90076,0.006575549,0.7273488,0.2660756
273269,0.010754832,0.904561,0.08468423
168667,0.540137,0.42207116,0.037791856
987423,0.014887899,0.4273297,0.5577824
176220,0.4803719,0.51458013,0.005047981
720570,0.014497622,0.7471863,0.23831613
365205,0.014952231,0.7947376,0.19031017
222466,0.0047426475,0.81821316,0.17704418
270929,0.016088374,0.88705784,0.09685377
801629,0.052950136,0.9029229,0.044126965
285838,0.000566156,0.2249106,0.77452326
411921,0.005580465,0.64923656,0.3451829
709747,0.016629038,0.7565383,0.22683275
659115,0.40251902,0.4932144,0.10426665
312640,0.5225473,0.43002778,0.047424916
360051,0.0030751717,0.78682065,0.21010411
625628,0.017973274,0.68972695,0.2922998
885736,0.2908661,0.44302034,0.26611358
739493,0.0027278357,0.5950668,0.40220532
352350,0.00062133017,0.2579857,0.74139297
678628,0.91228825,0.08763625,7.5426055e-05
563461,0.20014167,0.54466,0.25519836
777935,0.33769953,0.6082313,0.054069206
264507,0.021794802,0.8393751,0.13883014
122367,0.41941577,0.5085374,0.07204683
805702,0.001580215,0.46150196,0.53691787
1030299,0.013229836,0.7760364,0.21073374
926111,0.023094157,0.83118504,0.14572082
258013,0.0042308937,0.6078521,0.38791698
833280,0.01739269,0.9063161,0.076291226
970232,0.4841971,0.4941236,0.021679273
458360,0.0005589443,0.19589421,0.80354685
537706,0.08551382,0.36639825,0.54808795
831136,0.017941417,0.86564624,0.116412275
357281,0.90933555,0.090610184,5.421911e-05
151766,0.014898473,0.8815608,0.10354083
163498,0.0025298737,0.5528971,0.44457307
272969,0.012756159,0.6119559,0.37528798
60974,0.0064020096,0.66779447,0.32580355
1008000,0.00069869804,0.096893,0.9024083
120633,0.005479432,0.8047357,0.1897848
987368,0.00019530932,0.033164464,0.9666402
715099,0.00072284695,0.062965915,0.93631124
911431,0.037511766,0.5664305,0.39605778
125711,0.0004452868,0.35693148,0.6426232
347992,0.117475435,0.72889984,0.15362473
243083,0.02551691,0.70975244,0.2647306
3275,0.9396317,0.060349964,1.8421188e-05
452187,0.009295033,0.70278823,0.28791678
480368,0.04459347,0.7775741,0.17783241
108600,0.017021444,0.7274067,0.25557184
982328,0.008507985,0.7424524,0.24903959
983403,0.0006146338,0.0635476,0.93583775
332724,0.011548914,0.59463745,0.39381355
54675,0.57993877,0.40636572,0.01369552
71674,0.063735604,0.88446784,0.051796544
305906,0.000424773,0.054243308,0.94533193
1023211,0.0010019214,0.072765835,0.9262323
398651,0.019934274,0.5153956,0.46467018
409197,0.03709824,0.69390166,0.2690001
929707,0.14422847,0.72438985,0.13138169
968454,0.0051560556,0.7428424,0.25200155
158732,0.013764556,0.63790363,0.3483318
413431,0.7676379,0.23125581,0.0011062786
423966,0.015244827,0.8861068,0.09864837
631604,0.0023881218,0.5526658,0.4449461
227442,0.0034603183,0.688477,0.30806267
678932,0.07785619,0.66619974,0.25594407
152998,0.03177742,0.7558466,0.21237595
634531,0.0019103568,0.5608087,0.43728095
975515,0.00013013955,0.025138905,0.97473097
159319,0.0002874765,0.037709355,0.9620032
950305,0.04817746,0.6859242,0.26589835
650485,0.0042038267,0.5970107,0.39878544
1007070,0.022438928,0.84865403,0.12890704
832125,0.008332254,0.7429641,0.24870363
714706,0.61594695,0.37406418,0.009988903
840305,0.0080312425,0.7547555,0.23721318
672505,0.007368383,0.7454621,0.24716939
674961,0.053291254,0.6778454,0.26886332
381994,0.0016748569,0.4936111,0.5047141
81463,0.0072455057,0.72541934,0.26733512
134998,0.018726632,0.8270864,0.15418702
301656,0.020512462,0.8302267,0.14926086
52735,0.00086402235,0.40593797,0.59319806
270393,0.00036456768,0.04902167,0.95061374
587952,0.0005197216,0.04906934,0.9504109
563918,0.017237255,0.8163839,0.16637889
552864,0.047488272,0.82719463,0.12531713
751688,0.007579998,0.7380417,0.25437823
243313,0.6233958,0.36843386,0.008170376
505751,0.0033200004,0.6985257,0.29815423
607230,0.045742884,0.8040301,0.15022697
716016,0.00030661485,0.044149987,0.95554334
353110,0.020965809,0.3167822,0.66225195
605004,0.0042774756,0.16399516,0.8317273
766670,0.0011011536,0.28629684,0.71260196
903838,0.08519182,0.7182664,0.19654171
142703,6.901486e-05,0.016175652,0.98375535
660552,0.0057473155,0.77298737,0.22126535
130827,0.07875111,0.7618293,0.15941954
605533,0.006909472,0.76224,0.23085055
1048488,0.0033492963,0.6009951,0.3956556
27908,0.0064595817,0.5104035,0.4831369
668808,0.017328529,0.32571554,0.6569559
897640,0.016301867,0.8660324,0.11766572
1044280,0.0004003543,0.04645207,0.9531476
164540,0.017990906,0.8622736,0.11973546
93642,0.006213742,0.7575094,0.23627676
918931,0.011271584,0.71820927,0.27051914
913947,0.14136925,0.6973738,0.16125691
776430,0.07282359,0.7790251,0.14815134
280391,0.75391537,0.23772964,0.00835502
766277,0.41314065,0.49838075,0.08847868
746052,0.019327572,0.8276789,0.15299344
505371,0.017304435,0.7082092,0.27448636
413003,0.00021314909,0.03177547,0.9680113
925587,0.027870638,0.71195495,0.2601744
1047212,0.18802083,0.5236288,0.28835037
916638,0.00021905705,0.032879125,0.9669018
368987,0.0076679103,0.62050927,0.37182274
719780,0.00048858323,0.5242911,0.47522038
1038662,0.00079880847,0.06725095,0.9319502
628059,0.30384082,0.63149863,0.064660534
182493,0.01288675,0.6905875,0.29652578
350114,0.049458377,0.8641388,0.086402826
368761,0.0019294848,0.5942535,0.40381706
722885,0.7880457,0.19075838,0.021195918
916441,0.034831442,0.58579713,0.37937143
293201,0.0010682737,0.073652625,0.9252791
15927,0.5286814,0.4103307,0.060987886
383247,0.0007553882,0.074256085,0.9249885
23153,0.00026837195,0.03554848,0.9641831
308651,0.00023210287,0.043035153,0.95673275
596962,0.8729015,0.12185534,0.0052431407
699464,0.012131238,0.8852808,0.10258803
836119,0.36808005,0.5960298,0.03589017
500847,0.0035050465,0.70615923,0.29033574
841710,0.00053006044,0.05199884,0.94747114
438944,0.0026989786,0.6475939,0.3497071
880843,0.003045068,0.58063596,0.41631892
466942,0.01232415,0.83975184,0.14792393
323333,0.00033656743,0.040243953,0.9594194
1005746,0.037164528,0.7098033,0.25303218
633587,0.0032055257,0.74835336,0.24844112
1045711,0.07440042,0.6702748,0.2553248
115889,1.992856e-08,0.00034932184,0.9996506
882519,0.005029073,0.7730309,0.22194013
549722,0.020361971,0.72254413,0.25709388
413135,0.0041464684,0.828517,0.16733654
616463,0.01743092,0.8865192,0.0960498
652417,0.03872048,0.34635344,0.61492604
316003,0.021979222,0.27853635,0.69948447
305923,0.0099577345,0.7638797,0.22616245
552419,0.013941689,0.8725826,0.113475665
796773,0.019037759,0.86782515,0.11313707
638943,0.0002839045,0.18469392,0.81502223
485171,0.0005569192,0.058251664,0.9411915
306925,0.00027084895,0.033972677,0.9657565
772863,0.004574695,0.66444385,0.33098143
1017247,0.20066257,0.50870836,0.29062915
408345,0.066057734,0.7847727,0.14916958
270765,0.55406564,0.38443133,0.061502967
694320,0.06254578,0.67796785,0.2594864
867271,0.0015045956,0.5527972,0.4456982
1041736,0.000599189,0.3153837,0.6840171
220088,0.005512304,0.775845,0.21864277
821056,0.0077950098,0.24734828,0.74485666
867263,0.36767265,0.46960396,0.1627234
88785,0.10097649,0.75969386,0.13932964
878407,0.002363773,0.60551554,0.39212066
393181,0.08563128,0.855477,0.058891747
451609,0.0018586752,0.48852962,0.5096117
642019,0.6445393,0.2571141,0.098346606
542088,0.0006754834,0.43841216,0.5609124
114630,0.080778934,0.58796364,0.3312574
95733,0.0005695507,0.4114456,0.58798486
1042281,0.010829153,0.73872006,0.2504507
97318,0.00015975113,0.028363494,0.9714768
817765,0.001348912,0.08192875,0.91672236
374224,0.0042055007,0.6848424,0.3109521
619774,0.0002579277,0.035345342,0.9643967
412448,0.00071055087,0.06451745,0.93477196
626262,0.025419852,0.84479624,0.12978388
654018,0.12718706,0.64994854,0.22286443
72714,0.03715957,0.734145,0.22869536
808005,0.36271954,0.36908102,0.2681994
585225,0.035299942,0.8602899,0.10441017
1020437,0.046257537,0.8107655,0.14297692
664440,0.014459758,0.35442096,0.6311193
1004499,0.01130249,0.81445664,0.17424084
556863,0.020145299,0.8368222,0.14303246
167878,0.52636343,0.40708846,0.06654807
2624,0.7480777,0.24743856,0.004483783
785059,0.2416497,0.5848358,0.17351447
614574,0.075824484,0.6742032,0.24997221
766973,0.14132644,0.5992039,0.25946966
1010836,0.0492906,0.8164758,0.13423362
810597,0.0003499108,0.04249309,0.95715696
425496,0.023196727,0.801349,0.17545429
415900,0.008016391,0.25818554,0.7337981
11374,0.023726782,0.48707324,0.48919994
837630,0.0010698256,0.29825047,0.7006797
128173,0.00663245,0.7675806,0.22578686
295714,0.841863,0.15777194,0.00036511238
622593,0.026875474,0.37475502,0.59836954
131438,0.025299765,0.7886525,0.18604773
906531,0.555573,0.42027622,0.02415077
309295,0.012587219,0.8190949,0.16831784
531509,0.006423989,0.8074414,0.18613455
464497,0.03417395,0.6690876,0.29673848
293115,0.022812163,0.6809553,0.29623255
645064,0.74805135,0.2505056,0.0014431082
1048021,0.04439518,0.8109688,0.14463595
22756,0.07908721,0.81569386,0.10521891
269300,0.019804496,0.82406044,0.15613508
573909,0.43952617,0.4906426,0.0698313
1010142,0.025985086,0.80597925,0.16803569
248497,0.011082817,0.8151303,0.1737868
756752,0.044022124,0.8658444,0.09013342
1043634,0.029436322,0.71055675,0.26000687
565723,0.03575926,0.6915167,0.27272406
296946,0.2900281,0.53240746,0.17756449
506574,0.0017271473,0.3261051,0.6721678
834602,0.0053758128,0.7295264,0.26509777
430845,0.055867683,0.8935477,0.050584625
448044,0.0076047992,0.58926934,0.40312585
532680,0.0021886502,0.11787807,0.8799333
812788,0.8273562,0.17213365,0.0005101405
616711,0.535843,0.42569983,0.038457174
226175,0.006139791,0.74373996,0.25012028
232601,0.019692708,0.84134996,0.13895741
706002,0.030754713,0.85546756,0.1137777
537844,0.019115658,0.89803773,0.08284664
426540,0.0013798964,0.08666823,0.9119519
288526,0.22526084,0.6826624,0.09207672
950249,0.42072016,0.40287134,0.17640851
776421,0.0031261109,0.6761167,0.32075724
872530,0.24391997,0.598629,0.15745105
345507,0.35000828,0.60106564,0.048926137
494595,0.0038428318,0.4455667,0.55059046
790923,0.0028795125,0.47512174,0.52199876
758594,0.9550355,0.03879821,0.006166249
58704,0.010698237,0.9226381,0.066663735
906911,0.0005267341,0.3631577,0.6363156
714249,0.017558618,0.598923,0.38351837
621809,0.055647008,0.38415152,0.5602015
905468,0.16640738,0.74991906,0.08367355
78452,0.31190383,0.5417265,0.1463696
16718,0.013101977,0.85902584,0.12787217
402090,0.5112312,0.44039786,0.048370987
305954,0.034753785,0.8483319,0.11691424
264434,0.0014899181,0.5343612,0.46414894
347809,0.022621641,0.8862838,0.091094606
260249,0.017494664,0.88341004,0.09909531
912405,0.018462136,0.7616457,0.21989216
662772,0.1345154,0.6838123,0.18167229
525687,0.015923437,0.9204913,0.0635853
309987,0.44111547,0.42420718,0.1346774
883582,0.039828673,0.67637074,0.28380063
381765,0.67035,0.31989372,0.009756326
489524,0.2548131,0.62454134,0.12064554
664023,0.057567302,0.8178373,0.12459545
700586,0.8580588,0.117815554,0.02412553
284531,0.0053215954,0.839197,0.15548135
464043,0.0042108498,0.78551376,0.2102754
359971,0.7755289,0.22234829,0.0021227675
204022,0.03552862,0.7383976,0.22607376
485563,0.024300467,0.8309065,0.14479296
970129,0.24295077,0.55789375,0.1991555
936329,0.68825936,0.30423817,0.007502478
208363,0.004605534,0.76912385,0.22627059
711750,0.0016979603,0.43386975,0.5644323
396684,0.50687456,0.48481447,0.008311006
852948,0.3949235,0.54871947,0.05635699
710924,0.016142095,0.3241932,0.6596647
558713,0.1147364,0.6550875,0.23017612
700067,0.18521768,0.7909482,0.0238341
770502,0.15662213,0.68245506,0.16092284
67834,0.0028322171,0.6364494,0.36071834
797056,0.0012867858,0.08123373,0.9174795
254403,0.0012047001,0.09434677,0.9044485
780135,0.0039040928,0.7828135,0.21328248
95775,0.01915381,0.22477508,0.7560711
915295,0.6023032,0.39098442,0.0067123664
91066,0.0006488643,0.054946195,0.94440496
828116,0.61846185,0.36348128,0.018056875
921263,0.0041863667,0.69521683,0.30059683
534462,0.016933119,0.27462384,0.70844305
20725,0.007801054,0.7719988,0.22020009
800106,0.034860436,0.83943415,0.12570545
344073,0.004104881,0.7049556,0.2909396
325370,0.011363082,0.7298083,0.2588287
646220,0.043871768,0.6826449,0.2734833
8179,0.0064530643,0.59373856,0.39980832
791047,0.009952364,0.55346066,0.43658704
99052,0.0009101271,0.20998442,0.7891054
574631,0.0032071443,0.5614427,0.43535018
1045293,0.01614113,0.88148934,0.10236949
53690,0.013898764,0.9011455,0.08495573
88677,0.0014880772,0.45860532,0.5399066
470608,0.0029608512,0.55639756,0.44064152
680170,0.008537231,0.71871644,0.27274626
180536,0.16599263,0.8229553,0.011052053
95720,0.0021115812,0.29328522,0.7046032
147772,0.00041753077,0.05947273,0.9401098
433993,0.00024632545,0.036289487,0.9634642
738085,0.8141161,0.17006314,0.015820712
478985,0.058362503,0.8404601,0.10117741
300166,0.019915942,0.8747993,0.105284736
173810,0.9360959,0.050297033,0.013607137
129877,0.27098778,0.66968423,0.05932795
266902,0.38318667,0.54655516,0.07025817
180430,0.012494364,0.8036264,0.18387912
587790,0.005703488,0.7645548,0.22974172
815877,0.0014691789,0.6927932,0.30573767
532668,0.5551521,0.41417384,0.030674092
174002,0.015348509,0.7087679,0.27588364
561965,0.013160667,0.77471983,0.21211949
957417,0.01406638,0.7548913,0.23104234
544075,0.00017605384,0.029705426,0.9701185
160787,0.5848855,0.3888456,0.026268905
398158,0.055338033,0.8460882,0.09857383
474189,0.025417624,0.7975903,0.17699207
286788,0.009554438,0.33713543,0.6533101
546523,0.0063578766,0.755684,0.23795806
890579,0.0030428497,0.56249475,0.4344624
881726,0.023547517,0.7976688,0.17878376
11066,7.9751975e-05,0.019959236,0.979961
749868,0.0035973438,0.76008844,0.23631415
600174,0.00027912098,0.04359186,0.9561291
155450,0.17792915,0.71938276,0.10268803
481852,0.055030283,0.41396505,0.53100467
199115,0.0059536835,0.65230536,0.34174094
227824,0.0018700481,0.4928407,0.5052892
507893,0.018907707,0.84022415,0.14086816
41250,0.0014116312,0.10216734,0.8964211
415922,0.007476256,0.73533744,0.2571863
565123,0.011510944,0.4746065,0.5138825
315858,0.56565154,0.40237823,0.031970225
1013872,0.023580879,0.800491,0.17592816
715924,0.006228241,0.7726813,0.22109045
132455,0.33054483,0.57849336,0.09096182
250991,0.002488318,0.50059175,0.4969199
275540,0.00069147965,0.060817547,0.938491
564383,0.17807154,0.6185462,0.20338222
464074,0.0029399865,0.6755982,0.32146177
228739,0.048012882,0.853878,0.09810905
808451,0.013252332,0.90642923,0.08031844
148050,0.02456922,0.8041392,0.17129156
23441,0.023149181,0.8940009,0.08284988
795124,0.0058281934,0.7922961,0.20187566
778125,0.002957758,0.7859577,0.21108459
141852,0.005879487,0.7954187,0.19870186
953789,0.016566785,0.9039913,0.07944187
452999,0.013733094,0.7355072,0.2507597
778092,0.23074383,0.6159962,0.15326004
932303,0.002312246,0.8414336,0.15625422
551620,0.56906605,0.4114554,0.019478494
672669,0.53588647,0.40655947,0.05755402
904367,0.41264158,0.5200554,0.06730296
736483,0.0037421344,0.19315979,0.803098
834933,0.26966265,0.5552012,0.17513618
934628,0.00014555373,0.02849344,0.97136104
853927,0.9136508,0.07191528,0.014433896
428348,0.0006731826,0.06178471,0.9375421
29946,0.0007365631,0.17700738,0.8222561
631836,0.05906395,0.8471994,0.09373666
537164,0.0113860695,0.8221886,0.16642529
108769,0.0015460597,0.4108501,0.58760387
785495,0.2593931,0.47047147,0.27013546
620329,0.61978245,0.3727067,0.0075108483
626341,0.00015765816,0.028462466,0.9713798
305470,0.003413402,0.5415411,0.45504552
317240,0.007069465,0.7443474,0.24858318
252131,0.01978058,0.84970075,0.13051863
639759,7.798413e-05,0.017710809,0.9822112
314934,0.0151445065,0.8248249,0.16003057
389594,0.057610605,0.7427965,0.19959289
702003,0.009957765,0.7594091,0.23063304
557940,0.57020736,0.40970916,0.020083478
268767,0.035311054,0.629857,0.334832
1010933,0.00079254125,0.072321184,0.92688626
340018,0.003070209,0.42121533,0.57571447
993682,0.0056946473,0.7934568,0.20084852
581317,0.002638119,0.55576867,0.44159317
1028265,0.28683513,0.63653946,0.07662544
670361,0.0033245177,0.35817385,0.63850164
629464,0.011822066,0.7240475,0.26413047
341667,0.0038343784,0.3673308,0.6288348
607148,0.0044923513,0.16047566,0.835032
49971,0.020340905,0.8265661,0.1530929
847893,0.04201376,0.8408305,0.11715576
676813,0.015752297,0.9009573,0.08329044
736461,0.00066245097,0.3836566,0.61568093
807697,0.10916999,0.61372364,0.2771064
701533,0.003072765,0.41190392,0.58502334
954221,0.037029684,0.85283345,0.1101369
474130,0.014292582,0.89992684,0.085780606
1035515,0.7344076,0.2578081,0.007784276
993529,0.5539698,0.43669888,0.009331268
986739,0.0038195732,0.6297925,0.3663879
874756,0.009631845,0.7373732,0.25299495
41174,0.013189852,0.90230465,0.084505506
896628,0.00042867777,0.049468033,0.9501033
92828,0.00046138724,0.0500643,0.9494743
686277,0.52212006,0.47510272,0.0027772433
339423,0.0006468635,0.4213265,0.57802665
283986,0.002851685,0.59840816,0.39874014
712066,0.094452605,0.62947536,0.27607203
859398,0.031842504,0.7490876,0.2190699
103020,0.044806022,0.68921083,0.2659831
632732,0.012112452,0.7233907,0.26449686
606593,0.022152677,0.8210829,0.15676442
270898,0.002794117,0.7781578,0.21904808
359879,0.00020244996,0.030379994,0.9694176
807803,0.0035382085,0.7772544,0.21920738
184013,0.001063767,0.073215045,0.9257212
999340,0.0017379579,0.24691087,0.7513512
1011873,0.0008124295,0.071956925,0.9272306
88496,0.017180746,0.3377778,0.64504147
