,xgb1,xgb2,xgb3
77,0.03259439,0.8303602,0.13704543
78,0.0022574712,0.8463507,0.15139173
79,0.033746578,0.92841166,0.037841793
80,0.0025299713,0.066368684,0.9311014
81,0.003399252,0.5595442,0.43705654
82,0.5372471,0.4555668,0.007186096
83,0.19454548,0.6364015,0.16905302
84,0.0003973137,0.96986187,0.029740747
85,0.018657738,0.75600207,0.22534023
86,0.9459691,0.053117104,0.00091380934
87,0.0023440223,0.6149242,0.3827318
88,0.0020575903,0.0031602157,0.99478215
89,0.4257518,0.50420254,0.07004566
90,0.92327774,0.07655137,0.00017084467
91,0.8703539,0.12784293,0.0018031974
92,0.014296626,0.86400944,0.12169397
93,0.0180996,0.47525886,0.50664157
94,0.056382556,0.8434566,0.10016085
95,0.006223551,0.84719276,0.14658365
96,0.20866679,0.5667112,0.22462204
97,0.00034536526,0.1550668,0.84458786
98,0.0008398645,0.03795261,0.9612075
99,0.003486243,0.7441437,0.25237
100,0.060012043,0.6646422,0.27534574
101,0.743701,0.2539144,0.0023846093
102,0.060191114,0.85150313,0.08830569
103,0.0012312558,0.9338355,0.0649332
104,0.0015764241,0.54000026,0.45842335
105,0.0008438671,0.4478971,0.55125904
106,0.0045928615,0.92594594,0.06946118
107,0.0013950303,0.74974537,0.24885955
108,0.013350698,0.9476277,0.03902154
109,0.002606415,0.37184504,0.62554854
110,0.24074684,0.5456918,0.2135614
111,0.002395744,0.5662928,0.43131143
112,0.0024039848,0.38017094,0.6174251
113,0.08702002,0.7789311,0.13404888
114,0.20102376,0.7145879,0.08438831
115,0.004175203,0.89861673,0.09720801
116,0.1898327,0.75559926,0.054568045
117,0.012880309,0.86606157,0.12105816
118,0.004768634,0.92476517,0.07046614
119,0.042198624,0.73998725,0.21781416
120,0.030741397,0.8747063,0.09455226
121,0.0033577187,0.8919264,0.10471584
122,0.02422728,0.9255294,0.050243318
123,0.011236152,0.50085926,0.4879046
124,0.0030846419,0.7706235,0.22629187
125,0.0031210678,0.9014558,0.095423095
126,0.002241555,0.24984272,0.74791574
127,0.018493125,0.9352722,0.046234623
128,0.01749563,0.84145594,0.14104848
129,0.012246033,0.9613526,0.026401345
130,0.093844,0.8402019,0.06595408
131,0.007521661,0.8973758,0.09510256
132,0.056366585,0.54433966,0.39929378
133,0.8051899,0.1923912,0.0024188315
134,0.15637292,0.82339764,0.020229464
135,0.00045314146,0.024043681,0.97550315
136,0.0017479716,0.45780474,0.5404473
137,0.0003155272,0.6287621,0.3709223
138,0.00027358904,0.36144057,0.6382858
139,4.682352e-05,0.018949889,0.9810033
140,0.0016969976,0.30928245,0.6890205
141,0.0017614419,0.3740291,0.62420946
142,0.00652201,0.8333295,0.16014847
143,0.10821465,0.87331647,0.018468892
144,0.00077498954,0.41380212,0.58542293
145,0.20999908,0.78519565,0.0048052752
146,0.0037111016,0.3299162,0.6663727
147,0.0007353316,0.90662503,0.09263962
148,0.006964866,0.603819,0.3892161
149,0.022809453,0.9574374,0.019753108
150,0.0020477527,0.5704369,0.42751533
151,0.05880065,0.5938246,0.34737474
152,0.016539078,0.6541549,0.329306
153,0.3304599,0.59814173,0.07139838
154,0.09459688,0.8292596,0.076143555
155,0.022707159,0.86293745,0.114355445
156,0.40022236,0.37740046,0.22237717
157,0.04326934,0.8668493,0.0898814
158,0.012544815,0.9114162,0.07603902
159,0.24685019,0.66519064,0.08795917
160,0.36469465,0.2949869,0.3403184
161,0.00022023299,0.09096155,0.90881824
162,0.00015104869,0.12584357,0.8740053
163,0.0020148684,0.37752107,0.620464
164,0.0008631033,0.21836747,0.78076947
165,0.438059,0.5287898,0.033151153
166,0.00011052222,0.036717128,0.9631724
167,0.07851789,0.7472742,0.17420793
168,0.009794283,0.60945505,0.38075066
169,0.15111382,0.66871214,0.18017401
170,0.00057610846,0.09205011,0.9073738
171,0.00039470952,0.011689165,0.9879161
172,0.0011656907,0.7685962,0.23023808
173,0.0011751578,0.21965945,0.77916545
174,0.022485344,0.8009109,0.17660378
175,0.006899261,0.3822607,0.6108401
176,0.00021076664,0.05892742,0.94086176
177,0.5038724,0.49092498,0.005202657
178,0.01380586,0.7914852,0.19470891
179,0.002999881,0.94583565,0.051164463
180,0.034493055,0.14684942,0.81865746
181,0.47477522,0.51820827,0.007016494
182,0.0012639724,0.8767923,0.12194372
183,0.005304902,0.33813706,0.65655804
184,0.0077889464,0.58101654,0.4111945
185,0.00031559955,0.7417977,0.25788677
186,0.00022199682,0.18025106,0.8195269
187,0.00597612,0.12694092,0.86708295
188,0.073844396,0.6196955,0.30646017
189,0.002277928,0.8437994,0.15392269
190,0.013798544,0.7422848,0.24391668
191,0.02271249,0.9124787,0.06480881
192,0.3135334,0.6858215,0.0006451857
193,0.020414453,0.9205966,0.058988962
194,0.07025759,0.70896876,0.22077362
195,0.018745473,0.7790647,0.20218979
196,0.17902455,0.81459343,0.006382056
197,0.00088682165,0.42264214,0.57647103
198,0.028915746,0.4575242,0.51356006
199,0.027864946,0.9124104,0.059724722
200,0.0054886546,0.017466396,0.97704494
201,0.012330248,0.8523842,0.13528551
202,0.03780781,0.9423957,0.019796459
203,0.11397282,0.87077665,0.015250502
204,0.00061511796,0.33761454,0.66177034
205,0.0037669912,0.69615215,0.30008087
206,0.008212783,0.72102803,0.2707592
207,0.05480786,0.2660721,0.67912
208,0.019586924,0.6416061,0.33880696
209,0.37217396,0.57813334,0.04969265
210,0.014245111,0.8649323,0.12082258
211,0.9274469,0.07214969,0.0004034143
212,0.058672767,0.7087327,0.23259453
213,0.0015303764,0.74121594,0.25725365
214,0.23665017,0.67913723,0.08421258
215,0.009740469,0.9413591,0.048900448
216,0.0067165904,0.9388104,0.054473042
217,0.90659153,0.09069647,0.0027120456
218,0.10637307,0.59018207,0.3034449
219,0.0007910828,0.027304238,0.97190464
220,0.025593951,0.921832,0.052574005
221,0.0010967685,0.8824571,0.11644615
222,0.100839995,0.7879466,0.11121344
223,0.0026103714,0.7609072,0.2364825
224,0.00020607233,0.035801843,0.96399206
225,0.00046810525,0.055773236,0.9437586
226,0.08598059,0.8685869,0.045432508
227,0.011447054,0.7627525,0.22580053
228,0.58890367,0.4007239,0.010372402
229,0.0014909543,0.5117976,0.48671147
230,0.00017112421,0.01667076,0.9831581
231,0.0008799521,0.818128,0.18099207
232,0.0019308644,0.4025326,0.5955365
233,0.7900132,0.20506918,0.00491765
234,0.5546591,0.2661973,0.17914355
235,0.048337642,0.5027524,0.44890994
236,0.0001243288,0.03161489,0.9682608
237,0.014921708,0.6592805,0.3257978
238,0.0018732265,0.04331997,0.9548068
239,0.01803119,0.89777535,0.08419349
240,0.88551474,0.0891154,0.025369842
241,0.0011309051,0.5725473,0.42632177
242,0.01297552,0.43511552,0.5519089
243,0.0038427135,0.75118023,0.24497707
244,0.011473822,0.5008397,0.48768646
245,0.002916774,0.7316012,0.265482
246,0.00080610724,0.89465296,0.10454093
247,0.0010351924,0.79810023,0.20086461
248,0.011264344,0.17149113,0.8172445
249,0.0186095,0.83721954,0.14417098
250,0.6003632,0.39850673,0.0011301368
251,0.7960002,0.2023417,0.0016581595
252,0.042216524,0.8937784,0.064005114
253,0.3214639,0.6261097,0.052426394
254,0.0104008075,0.7108415,0.27875772
255,0.5607253,0.4296256,0.009649136
256,0.014330104,0.9648112,0.02085863
257,0.0071457606,0.95217043,0.040683802
258,0.0008772681,0.27358514,0.72553754
259,0.023571938,0.28918302,0.687245
260,0.027774785,0.8143938,0.15783142
261,0.06308399,0.74512446,0.19179153
262,0.0028508166,0.8614754,0.13567382
263,0.0016882545,0.30816522,0.69014657
264,0.0131975245,0.8792282,0.10757425
265,0.011793083,0.6590199,0.32918704
266,0.08661265,0.8809066,0.032480814
267,0.00055877096,0.018933587,0.9805077
268,0.00017875392,0.030062798,0.9697584
269,0.00054444396,0.64681184,0.35264373
270,0.0057296376,0.93833923,0.055931117
271,0.0008145836,0.49494898,0.50423646
272,0.004072811,0.78141284,0.2145144
273,0.006279088,0.89230907,0.10141186
274,0.006928051,0.6589555,0.3341164
275,0.0020133199,0.47155643,0.52643025
276,0.0019220071,0.7689517,0.22912627
277,0.37560558,0.6041937,0.020200722
278,0.05870467,0.6039624,0.3373329
279,0.0096905725,0.67803437,0.31227502
280,0.046979498,0.79104227,0.1619782
281,0.0003898925,0.5900483,0.40956175
282,0.030379612,0.5336655,0.43595487
283,0.12923789,0.33270636,0.5380558
284,0.18445733,0.7293542,0.08618852
285,0.052402526,0.9314445,0.016153
286,7.367965e-05,0.05118998,0.9487363
287,0.00026433737,0.38285524,0.6168804
288,0.009272734,0.77585685,0.21487038
289,0.00037970545,0.55744284,0.44217747
290,0.0012046598,0.15274288,0.8460525
291,0.021170875,0.009557616,0.96927154
292,0.0001367205,0.004274148,0.99558914
293,0.06857248,0.8733982,0.05802928
294,0.002966005,0.95476294,0.04227111
295,0.002594781,0.7815623,0.21584286
296,0.0212224,0.6577651,0.3210125
297,0.006790247,0.2886553,0.7045545
298,0.052744396,0.92951995,0.017735673
299,0.00012769105,0.036762085,0.9631102
300,0.00018038329,0.055457585,0.944362
301,0.11423669,0.8321088,0.053654525
302,0.00079553114,0.15296052,0.8462439
303,0.06908438,0.88890743,0.042008158
304,0.79816,0.17318965,0.028650355
305,0.022206204,0.8965586,0.08123523
306,0.06994633,0.88521016,0.044843584
307,0.0013795284,0.438703,0.55991745
308,0.025403252,0.72927827,0.2453185
309,0.00035535655,0.51169276,0.4879519
310,0.00030338543,0.5543165,0.44538006
311,0.00057902985,0.81227607,0.18714495
312,0.0022007537,0.9298937,0.06790558
313,0.0012273422,0.83538586,0.1633868
314,0.0043782685,0.8449239,0.15069783
315,0.008634315,0.18871056,0.8026551
316,0.017737355,0.8765154,0.1057473
317,0.03384365,0.8996149,0.06654154
318,0.00092372904,0.036166724,0.9629095
319,0.59501874,0.37300128,0.03197995
320,0.6045917,0.31293854,0.08246975
321,0.033034623,0.80903095,0.15793441
322,0.001084818,0.28066334,0.7182519
323,0.0030112748,0.1360156,0.86097306
324,0.16585414,0.74756956,0.086576276
325,0.003374243,0.55954546,0.4370803
326,0.0025536201,0.56924284,0.42820355
327,0.25516987,0.7045928,0.04023733
328,0.0032394396,0.94320154,0.053558998
329,0.02844877,0.5811455,0.39040577
330,0.45538655,0.5318391,0.012774384
331,0.0014461734,0.7326586,0.2658952
332,0.00020347003,0.756631,0.2431655
333,0.083821125,0.7206981,0.19548075
334,0.19960831,0.71571654,0.08467512
335,0.025194349,0.7456436,0.22916201
336,0.058818012,0.8936641,0.047517847
337,0.0013981651,0.94386375,0.05473807
338,0.0012700907,0.07634134,0.9223885
339,0.015580281,0.5020482,0.48237154
340,0.00045582917,0.64924324,0.35030097
341,0.41545165,0.5368713,0.04767703
342,0.000121909616,0.0151063,0.9847718
343,0.79810685,0.16185537,0.040037826
344,0.012447767,0.7309658,0.2565864
345,0.8130546,0.17139451,0.015550876
346,0.05083842,0.6814328,0.26772878
347,0.029030228,0.9433044,0.027665393
348,0.001471786,0.53689903,0.4616292
349,8.4150044e-05,0.0064625815,0.99345326
350,0.017673595,0.34749764,0.63482875
351,0.00026606713,0.055791058,0.9439429
352,0.00077887817,0.4286886,0.57053256
353,0.0077196783,0.93999255,0.052287783
354,0.0015652267,0.07534808,0.92308676
355,0.00095482805,0.86003643,0.13900878
356,0.0012169757,0.7393213,0.25946176
357,0.002189074,0.90306425,0.094746634
358,0.0038133103,0.7730126,0.22317408
359,0.0047688046,0.7722183,0.2230129
360,0.740513,0.25603786,0.0034490856
361,0.00751992,0.81345093,0.17902917
362,0.0017969914,0.37178636,0.6264167
363,0.29759568,0.5532087,0.1491956
364,0.3361333,0.62372893,0.040137768
365,0.023942888,0.7503134,0.22574368
366,0.00016168108,0.47944346,0.52039486
367,0.001375794,0.94344634,0.055177856
368,0.028463949,0.8092124,0.16232368
369,2.9325187e-05,0.028783781,0.9711869
370,0.0001938309,0.5424623,0.45734388
371,0.0007309521,0.4801378,0.5191313
372,0.24561535,0.75039744,0.003987216
373,0.3688019,0.58529335,0.04590478
374,0.117444985,0.63427144,0.24828361
375,0.7145663,0.2828997,0.002533994
376,0.3403034,0.6524258,0.0072707767
377,0.0067623076,0.4634866,0.52975106
378,0.00031764788,0.31216347,0.6875189
379,0.31672895,0.65256804,0.030703051
380,0.0058270334,0.89188904,0.10228392
381,0.0005721272,0.39909446,0.60033345
382,0.008044003,0.64763045,0.34432554
383,0.48795125,0.46039155,0.051657252
384,0.002752699,0.43996152,0.5572858
385,0.0017225666,0.850539,0.14773843
386,0.0011818091,0.84202296,0.15679525
387,0.0033674384,0.28290296,0.71372956
388,0.0013834875,0.8277104,0.17090617
389,0.38776398,0.46698108,0.14525491
390,0.00049028895,0.07297107,0.9265387
391,0.0015879285,0.0557107,0.94270134
392,0.0022798786,0.56616795,0.4315522
393,0.00039611373,0.003448686,0.9961552
394,0.01736318,0.7704565,0.21218027
395,0.11288044,0.8768112,0.01030836
396,0.35398057,0.6013167,0.04470275
397,0.00037513362,0.19053149,0.80909336
398,0.023385033,0.79629993,0.18031508
399,0.0062098233,0.66980606,0.32398418
400,0.0060278634,0.8316271,0.16234505
401,0.008927376,0.7268254,0.26424724
402,0.002241595,0.2272512,0.77050716
403,0.00026461013,0.020249916,0.97948545
404,0.9090744,0.07389176,0.01703382
405,0.417844,0.49117634,0.0909797
406,0.008376601,0.8065627,0.18506067
407,0.48959407,0.46914613,0.041259833
408,0.0005702068,0.52649707,0.47293273
409,0.00059456914,0.0626532,0.93675226
410,0.000766121,0.65951216,0.33972174
411,0.008052242,0.9111621,0.08078567
412,0.0028525987,0.9467407,0.05040676
413,0.3615547,0.60439646,0.034048837
414,0.00026858423,0.34027103,0.6594604
415,0.004360763,0.8551336,0.14050564
416,0.001247872,0.91969115,0.079060934
417,0.00014970737,0.15683828,0.84301203
418,0.037642073,0.91194785,0.050410066
419,0.5408832,0.45577335,0.0033434385
420,0.43493992,0.36170378,0.20335628
421,0.00020870616,0.021834528,0.9779568
422,0.53629106,0.4313208,0.032388132
423,0.00208162,0.42556092,0.5723574
424,0.00032520274,0.20548442,0.79419035
425,0.0037324724,0.9114091,0.08485843
426,0.0010632288,0.88704634,0.111890435
427,0.0036487833,0.9028131,0.09353816
428,0.00076692784,0.67119753,0.32803556
429,0.004212001,0.64997005,0.3458179
430,0.21868125,0.770052,0.011266738
431,0.0870798,0.83523613,0.07768412
432,0.0007748269,0.35006234,0.6491628
433,0.0016152092,0.628731,0.3696538
434,0.0015974309,0.8003388,0.1980638
435,0.002250078,0.9530643,0.044685613
436,0.00045817022,0.62211543,0.37742636
437,0.7282658,0.23222709,0.039507072
438,0.0008827786,0.4724121,0.5267051
439,0.034657393,0.73213345,0.23320913
440,0.0036353345,0.7605121,0.2358526
441,0.30318156,0.6310934,0.06572509
442,0.092251696,0.5920549,0.31569344
443,0.0003650508,0.17720693,0.82242805
444,0.0060862633,0.8403077,0.15360603
445,0.08544268,0.5726744,0.34188297
446,0.00036214414,0.33727366,0.6623642
447,0.017975977,0.82263374,0.15939029
448,0.037008844,0.55570847,0.40728268
449,0.02139349,0.89500976,0.08359676
450,0.0045847003,0.9349173,0.060497966
451,0.0020269079,0.733519,0.2644541
452,0.00636265,0.24923657,0.74440074
453,0.0019335843,0.10267711,0.8953893
454,0.22321308,0.7280989,0.048688024
455,0.0036749674,0.8165684,0.17975661
456,0.0067312424,0.694375,0.2988938
457,0.004728114,0.6257187,0.36955315
458,0.0016293625,0.47133192,0.5270387
459,0.00045477125,0.1607935,0.83875173
460,0.0017083071,0.90926915,0.08902257
461,0.21356185,0.59164363,0.1947945
462,0.013952151,0.8907383,0.09530961
463,0.00014313769,0.31077975,0.6890771
464,0.0041599586,0.7863674,0.2094726
465,0.0091271745,0.41782427,0.57304853
466,0.0018252131,0.7056127,0.292562
467,0.03018916,0.735048,0.23476282
468,0.23825404,0.6992482,0.06249779
469,4.661854e-05,0.057282265,0.9426711
470,0.14117959,0.8053005,0.053519927
471,0.018705266,0.5768706,0.4044241
472,0.27526155,0.599522,0.1252165
473,0.05704035,0.7349597,0.20799991
474,0.01724474,0.6071764,0.37557882
475,0.013124762,0.9195335,0.06734176
476,0.001443739,0.6667552,0.33180103
477,0.004568169,0.879105,0.116326846
478,0.58802,0.34982207,0.062157925
479,0.00026182385,0.68324554,0.31649265
480,0.6045088,0.38053542,0.014955724
481,0.32028794,0.64263934,0.03707268
482,0.011024544,0.97555226,0.013423185
483,0.00034698768,0.79119384,0.2084592
484,0.0068994975,0.9256793,0.06742111
485,0.0005047488,0.13751948,0.8619758
486,0.08255981,0.85850686,0.05893331
487,0.000118084914,0.025640715,0.97424114
488,0.024518995,0.87874943,0.09673157
489,0.04662577,0.9366378,0.01673637
490,0.0055636745,0.90591323,0.08852312
491,0.00019739904,0.17006429,0.8297383
492,0.06000059,0.9056074,0.034392
493,0.0084591275,0.53531647,0.45622438
494,0.0023010683,0.2392011,0.75849783
495,0.002013372,0.9005006,0.09748605
496,0.008152349,0.2874151,0.70443255
497,0.24943905,0.75004053,0.0005204059
498,0.0006754624,0.7409408,0.25838375
499,0.0031422318,0.46435866,0.53249913
500,0.8708517,0.10132785,0.027820492
501,0.003743664,0.48916784,0.5070885
502,0.0016305831,0.40488505,0.5934844
503,0.011755372,0.8032175,0.18502714
504,0.025707548,0.55639267,0.4178998
505,0.12385331,0.72766256,0.14848419
506,0.012237659,0.789949,0.19781338
507,0.002814455,0.71088976,0.2862958
508,0.0036027513,0.801192,0.19520527
509,0.033160307,0.8127184,0.15412131
510,0.00083584245,0.5034729,0.49569124
511,0.008346551,0.8199099,0.17174353
512,0.27257612,0.6942983,0.033125605
513,0.005354851,0.54288423,0.45176095
514,0.051575564,0.17813544,0.770289
515,0.00045560012,0.35387722,0.6456672
516,0.039192844,0.8944142,0.066392906
517,0.00032867483,0.79173636,0.20793498
518,0.02439597,0.896283,0.07932108
519,0.012851617,0.85252976,0.13461863
520,0.0010668199,0.5971889,0.40174428
521,0.21994509,0.7685188,0.011536074
522,0.015204659,0.7271312,0.2576641
523,0.00023682909,0.9139549,0.08580825
524,0.14244215,0.76417047,0.093387365
525,0.04208151,0.9285277,0.029390773
526,0.052322693,0.79858404,0.14909327
527,0.0007889427,0.9825132,0.016697897
528,0.005827117,0.8278316,0.16634129
529,0.00057764276,0.40369636,0.595726
530,0.0010643945,0.04510998,0.9538256
531,0.02458052,0.5768621,0.3985574
532,0.004373403,0.83494693,0.16067973
533,0.073514,0.6676561,0.25882983
534,0.019641558,0.7438746,0.23648378
535,0.011445119,0.587148,0.40140688
536,0.00074238924,0.05097196,0.94828564
537,0.0016449008,0.71483505,0.28352
538,0.012067044,0.91655016,0.07138278
539,0.0015151686,0.3796047,0.6188801
540,0.00032770954,0.053770997,0.9459013
541,0.0044567445,0.8627226,0.13282067
542,0.0014943873,0.15233675,0.8461688
543,0.0034707016,0.8217219,0.17480738
544,0.03279096,0.90218556,0.065023474
545,0.013408812,0.91054094,0.07605024
546,0.013087554,0.6528697,0.33404276
547,0.06394463,0.7638146,0.1722407
548,0.0827626,0.51342916,0.40380824
549,0.0013081657,0.043314822,0.95537704
550,0.0029490017,0.55815387,0.43889713
551,0.22020671,0.72126925,0.05852409
552,0.00087874633,0.03160333,0.967518
553,0.019222662,0.8444295,0.13634782
554,0.0006327736,0.7400149,0.25935227
555,0.0017528192,0.21177019,0.786477
556,0.02507665,0.9031818,0.071741514
557,0.48516536,0.51111436,0.0037202698
558,0.018210402,0.6468798,0.33490983
559,0.0016608422,0.8721392,0.12619996
560,0.0013594236,0.17022032,0.8284203
561,0.5987946,0.33745265,0.06375275
562,0.09916765,0.7922687,0.10856365
563,0.00035376314,0.7846689,0.21497738
564,0.10232069,0.83931553,0.058363758
565,0.19670254,0.7863724,0.01692508
566,0.00060176506,0.73889554,0.26050264
567,0.7441695,0.25403816,0.0017923693
568,0.0051005892,0.9160307,0.07886871
569,0.018076278,0.7573755,0.22454825
570,0.008105469,0.2843128,0.70758176
571,0.00026537577,0.3907254,0.60900927
572,0.22850816,0.49998248,0.27150944
573,0.026724825,0.9466852,0.026589977
574,0.00046601146,0.025999943,0.97353405
575,0.00038703828,0.2302766,0.76933634
576,0.0015617694,0.18134296,0.8170953
577,0.010785135,0.95745575,0.031759113
578,0.0015783632,0.8823883,0.11603336
579,0.0018861726,0.36578533,0.6323285
580,0.043813277,0.9312785,0.02490818
581,0.0014255842,0.34820974,0.65036464
582,0.00042142678,0.98664737,0.012931244
583,0.00073723844,0.19590102,0.8033618
584,0.098947324,0.8193229,0.08172977
585,0.0057885954,0.9568201,0.037391365
586,0.13169518,0.8153146,0.052990198
587,0.054938152,0.8842359,0.06082597
588,0.006991931,0.77510846,0.21789964
589,0.2888323,0.62243515,0.088732556
590,0.040349036,0.7746978,0.18495315
591,0.00028273716,0.3114516,0.6882657
592,0.10287814,0.85273826,0.044383556
593,0.0037731333,0.7662535,0.22997342
594,0.19053273,0.79730743,0.012159794
595,0.5413601,0.3526721,0.10596782
596,0.0005873725,0.18675326,0.8126594
597,0.0027801092,0.88943565,0.10778431
598,0.0011122331,0.70530033,0.2935874
599,0.001196846,0.4597175,0.5390857
600,0.0047963792,0.3136787,0.68152493
601,0.0015310785,0.44449002,0.5539789
602,0.0037191352,0.24646685,0.74981403
603,0.24833322,0.74640274,0.0052640396
604,0.007694637,0.8905329,0.101772435
605,0.0012015478,0.20027211,0.79852635
606,0.01458995,0.79796094,0.18744913
607,0.00058586686,0.25196463,0.7474495
608,0.009550413,0.7421322,0.24831736
609,0.0011502055,0.8126283,0.18622145
610,0.00029399426,0.024686825,0.9750192
611,0.69709975,0.29056138,0.012338923
612,0.00018607125,0.07248385,0.92733
613,0.9395264,0.059688807,0.000784797
614,0.15326834,0.65854335,0.1881883
615,0.04450184,0.91630995,0.03918822
616,0.0015545858,0.7707936,0.22765177
617,0.013101301,0.7476696,0.23922914
618,0.015816428,0.8261054,0.15807818
619,0.0029116012,0.33280128,0.66428715
620,0.024563542,0.945533,0.029903501
621,0.0011756712,0.7842373,0.21458697
622,0.04633133,0.8408548,0.11281383
623,0.003061759,0.670254,0.32668424
624,0.0038563746,0.90683657,0.089307085
625,0.10430683,0.80042464,0.09526852
626,0.0018768146,0.61697316,0.38115007
627,0.77805835,0.17388834,0.04805334
628,0.0073804716,0.85049504,0.14212443
629,0.0008506375,0.26226076,0.7368886
630,0.015221008,0.9290859,0.05569308
631,0.19244844,0.77351874,0.034032788
632,0.080862686,0.7290712,0.19006614
633,0.001334984,0.9504902,0.04817481
634,0.724306,0.26993993,0.0057541137
635,0.0011844289,0.32961348,0.6692021
636,0.46184996,0.53491086,0.0032391995
637,0.037062135,0.7503716,0.21256633
638,0.00030586618,0.04265624,0.95703787
639,0.3872003,0.56374794,0.04905179
640,0.0061435136,0.8533326,0.14052394
641,0.00014942787,0.24645793,0.75339264
642,4.375e-05,0.002899002,0.9970573
643,0.00052241975,0.114781156,0.88469636
644,0.0014281088,0.41244084,0.58613104
645,0.035772953,0.46463412,0.49959287
646,0.0018950639,0.25385526,0.7442497
647,0.0011519906,0.6611709,0.3376771
648,0.009721595,0.037934452,0.9523439
649,0.47842935,0.48300648,0.038564235
650,0.0077791237,0.56898636,0.42323452
651,0.006283697,0.71931386,0.2744025
652,0.44385254,0.52739924,0.028748183
653,0.81981355,0.15990177,0.020284649
654,0.16430275,0.81999236,0.015704885
655,0.0017177651,0.14016475,0.85811746
656,0.13433875,0.66240793,0.2032533
657,0.28336433,0.48558223,0.23105349
658,0.5985658,0.15633531,0.2450989
659,0.009021903,0.13952114,0.851457
660,0.0013719652,0.9400454,0.058582652
661,0.0011459452,0.37852246,0.62033165
662,0.00017587614,0.026671857,0.97315234
663,0.42807773,0.51189065,0.06003158
664,0.8970174,0.09907712,0.003905454
665,0.015785528,0.74594367,0.23827085
666,0.22372533,0.7163011,0.059973508
667,0.009688014,0.9313448,0.058967136
668,0.014355073,0.83691925,0.1487257
669,0.7444782,0.25488114,0.00064066215
670,0.10204242,0.65013266,0.24782495
671,0.1250046,0.7573276,0.11766782
672,0.03803326,0.83523273,0.12673405
673,0.000106232466,0.024013577,0.97588027
674,0.27616748,0.3730052,0.35082734
675,0.005208503,0.7624905,0.232301
676,0.01866952,0.6390909,0.34223962
677,0.09504045,0.8885158,0.01644379
678,0.00034320392,0.31720564,0.6824512
679,0.011331069,0.7942837,0.19438528
680,0.001456168,0.44613189,0.5524119
681,0.7570487,0.24251656,0.00043473463
682,0.06961611,0.82646227,0.10392159
683,0.065464176,0.85532016,0.079215646
684,0.0010530935,0.4111341,0.58781284
