,rndf1,rndf2,rndf3
328,0.0,0.1,0.9
329,0.02,0.94,0.04
330,0.0,0.0,1.0
331,0.0,0.06,0.94
332,0.29,0.67,0.04
333,0.0,0.7875,0.2125
334,0.0,0.6183333333333334,0.3816666666666667
335,0.0,0.21,0.79
336,0.0,0.09,0.91
337,0.02,0.69,0.29
338,0.0,0.13,0.87
339,0.16,0.77,0.07
340,0.0,0.2866666666666667,0.7133333333333333
341,0.01,0.76,0.23
342,0.06733333333333333,0.72,0.21266666666666667
343,0.34,0.48,0.18
344,0.57,0.37,0.06
345,0.02,0.92,0.06
346,0.0,0.98,0.02
347,0.07,0.84,0.09
348,0.0,0.72,0.28
349,0.05,0.81,0.14
350,0.0,0.62,0.38
351,0.0,0.02,0.98
352,0.11,0.54,0.35
353,0.0,0.61,0.39
354,0.0,0.03333333333333333,0.9666666666666667
355,0.14,0.53,0.33
356,0.0,0.555,0.445
357,0.02,0.95,0.03
358,0.0,0.21,0.79
359,0.73,0.23,0.04
360,0.0,0.46,0.54
361,0.0,0.25,0.75
362,0.03,0.76,0.21
363,0.0,0.0,1.0
364,0.0,0.02,0.98
365,0.0,0.13,0.87
366,0.8,0.01,0.19
367,0.06,0.84,0.1
368,0.45,0.55,0.0
369,0.04,0.5925,0.3675
370,0.0,0.09,0.91
371,0.0,0.31,0.69
372,0.03,0.77,0.2
373,0.15,0.7233333333333334,0.12666666666666665
374,0.0,0.07,0.93
375,0.34,0.5583333333333332,0.10166666666666668
376,0.0,0.51,0.49
377,0.0,0.7623333333333333,0.2376666666666666
378,0.0,0.08,0.92
379,0.01,0.58,0.41
380,0.0,1.0,0.0
381,0.0,0.62,0.38
382,0.0,0.94,0.06
383,0.0,0.38783333333333336,0.6121666666666666
384,0.02,0.77,0.21
385,0.01,0.726,0.264
386,0.07,0.79,0.14
387,0.01,0.8,0.19
388,0.0,0.18,0.82
389,0.0,0.01,0.99
390,0.01,0.03,0.96
391,0.05,0.73,0.22
392,0.6422857142857142,0.3577142857142857,0.0
393,0.0,0.97,0.03
394,0.785,0.19833333333333336,0.016666666666666666
395,0.03,0.79,0.18
396,0.0,0.47,0.53
397,0.0,0.3085,0.6915
398,0.01,0.8,0.19
399,0.0,0.24,0.76
400,0.0,1.0,0.0
401,0.27878571428571425,0.31,0.41121428571428564
402,0.0,0.75,0.25
403,0.07,0.83,0.1
404,0.01,0.64,0.35
405,0.5225,0.4775,0.0
406,0.0,0.3,0.7
407,0.562,0.342,0.096
408,0.0,0.52,0.48
409,0.0,0.77,0.23
410,0.0,0.08,0.92
411,0.01,0.27,0.72
412,0.0,0.315,0.685
413,0.06,0.17,0.77
414,0.0,0.19,0.81
415,0.0,0.8859999999999999,0.114
416,0.34,0.21933333333333332,0.4406666666666667
417,0.02,0.85,0.13
418,0.49,0.2596666666666667,0.25033333333333335
419,0.08,0.72,0.2
420,0.01,0.99,0.0
421,0.0,0.156,0.8440000000000001
422,0.0,0.5483333333333331,0.45166666666666677
423,0.0,0.5,0.5
424,0.6,0.4,0.0
425,0.51,0.43,0.06
426,0.54,0.3,0.16
427,0.1,0.86,0.04
428,0.16,0.75,0.09
429,0.035,0.507,0.45799999999999996
430,0.0,0.03,0.97
431,0.03,0.83,0.14
432,0.0,0.022000000000000002,0.978
433,0.01,0.81,0.18
434,0.0,0.56,0.44
435,0.24,0.7,0.06
436,0.96,0.04,0.0
437,0.06,0.62,0.32
438,0.0,0.53,0.47
439,0.27,0.65,0.08
440,0.0,0.51,0.49
441,0.0,0.92,0.08
442,0.42,0.55,0.03
443,0.07,0.61,0.32
444,0.79,0.21,0.0
445,0.1,0.73,0.17
446,0.36,0.64,0.0
447,0.0,0.7,0.3
448,0.405,0.495,0.1
449,0.18,0.8,0.02
450,0.08,0.8,0.12
451,0.03,0.75,0.22
452,0.01,0.72,0.27
453,0.355,0.5618333333333333,0.08316666666666667
454,0.02,0.88,0.1
455,0.0,0.79,0.21
456,0.14,0.57,0.29
457,0.0,0.98,0.02
458,0.05,0.685,0.265
459,0.0,0.03,0.97
460,0.95,0.05,0.0
461,0.18816666666666668,0.8018333333333334,0.01
462,0.05,0.88,0.07
463,0.0,0.95,0.05
464,0.1,0.7733333333333333,0.12666666666666665
465,0.0,0.99,0.01
466,0.0,0.03,0.97
467,0.28,0.6,0.12
468,0.23,0.61,0.16
469,0.02,0.75,0.23
470,0.02,0.89,0.09
471,0.12,0.57,0.31
472,0.01,0.4,0.59
473,0.0,0.64,0.36
474,0.68,0.19,0.13
475,0.09,0.74,0.17
476,0.0,0.17,0.83
477,0.0,0.46,0.54
478,0.0,0.42,0.58
479,0.01,0.97,0.02
480,0.15,0.64,0.21
481,0.0,0.86,0.14
482,0.32,0.57,0.11
483,0.0,0.7,0.3
484,0.0,0.49,0.51
485,0.02,0.98,0.0
486,0.0,0.84,0.16
487,0.1,0.7,0.2
488,0.27266666666666667,0.38733333333333336,0.34
489,0.13,0.84,0.03
490,0.28,0.66,0.06
491,0.035,0.675,0.29
492,0.65,0.34,0.01
493,0.48,0.52,0.0
494,0.27,0.55,0.18
495,0.38,0.62,0.0
496,0.0,0.57,0.43
497,0.01,0.4446666666666667,0.5453333333333333
498,0.74,0.26,0.0
499,0.04,0.64,0.32
500,0.06,0.81,0.13
501,0.01,0.77,0.22
502,0.4733333333333334,0.48666666666666664,0.04
503,0.05,0.87,0.08
504,0.0,0.41,0.59
505,0.19,0.81,0.0
506,0.33399999999999996,0.546,0.12
507,0.0,0.57,0.43
508,0.16,0.72,0.12
509,0.18,0.75,0.07
510,0.01,0.68,0.31
511,0.0,0.36,0.64
512,0.0,0.09,0.91
513,0.0,0.11,0.89
514,0.03,0.5,0.47
515,0.14,0.37,0.49
516,0.04,0.96,0.0
517,0.06,0.18,0.76
518,0.68,0.2,0.12
519,0.0,0.77,0.23
520,0.0,0.35,0.65
521,0.01,0.91,0.08
522,0.01,0.7766666666666667,0.21333333333333332
523,0.06,0.64,0.3
524,0.01,0.57,0.42
525,0.0,0.54,0.46
526,0.0,0.5,0.5
527,0.02,0.5941666666666667,0.38583333333333336
528,0.0,0.003333333333333333,0.9966666666666667
529,0.0,0.31033333333333335,0.6896666666666667
530,0.0,0.93,0.07
531,0.0,0.9975,0.0025
532,0.0,0.4825,0.5175
533,0.0,0.6933333333333335,0.3066666666666667
534,0.0,0.7,0.3
535,0.27,0.68,0.05
536,0.0,0.04,0.96
537,0.0,0.08,0.92
538,0.0,0.0,1.0
539,0.75,0.18,0.07
540,0.0,0.98,0.02
541,0.0,0.9672727272727272,0.03272727272727272
542,0.455,0.385,0.16
543,0.31,0.61,0.08
544,0.3325,0.45,0.2175
545,0.05,0.91,0.04
546,0.0,0.715,0.285
547,0.0,0.605,0.395
548,0.39,0.43,0.18
549,0.18,0.645,0.175
550,0.0,0.66,0.34
551,0.0,0.52,0.48
552,0.0,0.0987857142857143,0.9012142857142859
553,0.23,0.6,0.17
554,0.07,0.81,0.12
555,0.01,0.53,0.46
556,0.01,0.7658333333333333,0.22416666666666668
557,0.03,0.31,0.66
558,0.01,0.3991666666666667,0.5908333333333333
559,0.0,0.7858333333333334,0.21416666666666664
560,0.0,0.0,1.0
561,0.02,0.775,0.205
562,0.0,0.16,0.84
563,0.21,0.78,0.01
564,0.0,0.505,0.495
565,0.0,0.7925,0.2075
566,0.0,0.84,0.16
567,0.05,0.81,0.14
568,0.0,0.07,0.93
569,0.0,0.95,0.05
570,0.01,0.32,0.67
571,0.47,0.51,0.02
572,0.10333333333333332,0.7666666666666667,0.13
573,0.07,0.71,0.22
574,0.02,0.94,0.04
575,0.0,0.7092380952380953,0.2907619047619047
576,0.0,0.1025,0.8975000000000002
577,0.12,0.74,0.14
578,0.0,0.33,0.67
579,0.06,0.72,0.22
580,0.08,0.81,0.11
581,0.02,0.88,0.1
582,0.09,0.89,0.02
583,0.0,0.67,0.33
584,0.0,0.82,0.18
585,0.0,0.64,0.36
586,0.0,0.95,0.05
587,0.0,0.73,0.27
588,0.07,0.445,0.485
589,0.0,0.97,0.03
590,0.26,0.7,0.04
591,0.48666666666666664,0.3633333333333333,0.15
592,0.02,0.8248333333333335,0.15516666666666667
593,0.0,0.57,0.43
594,0.55,0.14,0.31
595,0.0,0.04,0.96
596,0.98,0.01,0.01
597,0.0,0.04,0.96
598,0.0,0.75625,0.24375
599,0.17,0.73,0.1
600,0.0,0.63,0.37
601,0.0,0.17,0.83
602,0.17,0.76,0.07
603,0.78,0.22,0.0
604,0.0,0.61,0.39
605,0.0,0.42333333333333334,0.5766666666666667
606,0.17,0.66,0.17
607,0.14,0.62,0.24
608,0.0,0.04,0.96
609,0.0,0.79,0.21
610,0.21,0.78,0.01
611,0.23,0.695,0.075
612,0.35,0.64,0.01
613,0.01,0.59,0.4
614,0.0,0.56,0.44
615,0.0,0.54,0.46
616,0.05,0.56,0.39
617,0.0,0.73,0.27
618,0.01,0.83,0.16
619,0.0,0.11,0.89
620,0.02,0.775,0.205
621,0.0,0.6,0.4
622,0.0,0.01,0.99
623,0.0,0.9,0.1
624,0.0,0.92,0.08
625,0.08,0.85,0.07
626,0.0,0.32,0.68
627,0.13,0.5166666666666666,0.3533333333333333
628,0.0,0.4123809523809524,0.5876190476190476
629,0.0,0.52,0.48
630,0.0,0.9715,0.0285
631,0.36250000000000004,0.5675,0.07
632,0.79,0.21,0.0
633,0.0,0.55,0.45
634,0.22,0.69,0.09
635,0.0,0.99,0.01
636,0.0,0.15,0.85
637,0.0,0.02,0.98
638,0.57,0.43,0.0
639,0.0,0.7,0.3
640,0.0,0.435,0.565
641,0.25,0.68,0.07
642,0.0,0.872,0.128
643,0.0,0.665,0.335
644,0.0,0.8,0.2
645,0.04,0.77,0.19
646,0.0,0.34,0.66
647,0.03,0.26,0.71
648,0.0,0.99,0.01
649,0.0,0.02,0.98
650,0.0,0.055,0.945
651,0.02,0.28,0.7
652,0.0,0.22,0.78
653,0.0,0.3,0.7
654,0.03,0.63,0.34
655,0.0,0.0,1.0
656,0.0,0.37,0.63
657,0.0,0.24833333333333332,0.7516666666666666
658,0.6,0.11,0.29
659,0.01,0.94,0.05
660,0.09,0.79,0.12
661,0.69,0.31,0.0
662,0.0,0.83,0.17
663,0.01,0.39,0.6
664,0.01,0.98,0.01
665,0.62,0.37,0.01
666,0.04,0.28,0.68
667,0.0,0.5036904761904762,0.4963095238095238
668,0.0,0.02,0.98
669,0.15,0.84,0.01
670,0.24,0.67,0.09
671,0.2,0.75,0.05
672,0.38,0.57,0.05
673,0.0,0.94,0.06
674,0.02,0.94,0.04
675,0.02,0.61,0.37
676,0.02,0.8833333333333334,0.09666666666666666
677,0.01,0.49,0.5
678,0.0,0.82,0.18
679,0.1,0.6555,0.2445
680,0.36,0.61,0.03
681,0.01,0.18,0.81
682,0.0,0.74,0.26
683,0.01,0.58,0.41
684,0.0,0.9566666666666667,0.04333333333333333
685,0.01,0.39,0.6
686,0.0,0.4906666666666667,0.5093333333333333
687,0.19,0.68,0.13
688,0.0,0.04,0.96
689,0.13,0.815,0.055
690,0.14,0.66,0.2
691,0.0,0.95,0.05
692,0.0,0.22666666666666666,0.7733333333333334
693,0.0,0.92,0.08
694,0.0,0.66,0.34
695,0.14,0.83,0.03
696,0.076,0.3633333333333333,0.5606666666666666
697,0.09,0.75,0.16
698,0.0,0.31,0.69
699,0.0,0.43,0.57
700,0.0,0.7433333333333334,0.25666666666666665
701,0.03,0.42,0.55
702,0.05,0.78,0.17
703,0.0,0.51,0.49
704,0.52,0.47,0.01
705,0.0,0.07,0.93
706,0.0,0.8153571428571428,0.18464285714285716
707,0.03,0.85,0.12
708,0.05,0.81,0.14
709,0.18,0.275,0.5449999999999999
710,0.39,0.51,0.1
711,0.0,0.59,0.41
712,0.0,0.33069047619047615,0.6693095238095238
713,0.04,0.7,0.26
714,0.0,0.19,0.81
715,0.01,0.91,0.08
716,0.0,0.09,0.91
717,0.84,0.16,0.0
718,0.79,0.21,0.0
719,0.0,0.91,0.09
720,0.06,0.91,0.03
721,0.0,0.72,0.28
722,0.0,0.5066666666666667,0.4933333333333333
723,0.0,0.06,0.94
724,0.01,0.1,0.89
725,0.325,0.535,0.14
726,0.86,0.14,0.0
727,0.03,0.8,0.17
728,0.01,0.87,0.12
729,0.01,0.8,0.19
730,0.01,0.93,0.06
731,0.0,0.01,0.99
732,0.01,0.5,0.49
733,0.0,0.68,0.32
734,0.0,0.84,0.16
735,0.0,0.6,0.4
736,0.51,0.46,0.03
737,0.0,0.03,0.97
738,0.04,0.7633333333333334,0.19666666666666668
739,0.0,0.0,1.0
740,0.0,0.8098333333333332,0.19016666666666665
741,0.0,0.84,0.16
742,0.12,0.77,0.11
743,0.18,0.81,0.01
744,0.0,0.4778333333333334,0.5221666666666667
745,0.0,0.94,0.06
746,0.0,0.89,0.11
747,0.43,0.53,0.04
748,0.6371428571428571,0.3628571428571428,0.0
749,0.84,0.16,0.0
750,0.13,0.6925,0.1775
751,0.2,0.735,0.065
752,0.03,0.8043333333333332,0.16566666666666666
753,0.0,0.05,0.95
754,0.0,0.04,0.96
755,0.45,0.54,0.01
756,0.18,0.81,0.01
757,0.03,0.82,0.15
758,0.51,0.48,0.01
759,0.0,0.42,0.58
760,0.0,0.5066666666666666,0.4933333333333333
761,0.0,0.55,0.45
762,0.0,0.81,0.19
763,0.45,0.38,0.17
764,0.03,0.7319999999999999,0.23799999999999996
765,0.01,0.1617857142857143,0.8282142857142858
766,0.5,0.36,0.14
767,0.0,0.41,0.59
768,0.0,0.46,0.54
769,0.0,0.48,0.52
770,0.0,0.95,0.05
771,0.73,0.23,0.04
772,0.0,0.21,0.79
773,0.0,0.51,0.49
774,0.0,0.8,0.2
775,0.0,0.68,0.32
776,0.62,0.36,0.02
777,0.0,0.07,0.93
778,0.2173333333333333,0.6176666666666666,0.165
779,0.88,0.12,0.0
780,0.0,0.9126190476190476,0.08738095238095238
781,0.02,0.81,0.17
782,0.11,0.87,0.02
783,0.05,0.24,0.71
784,0.01,0.89,0.1
785,0.03,0.92,0.05
786,0.06,0.54,0.4
787,0.0,0.16666666666666663,0.8333333333333335
788,0.0,0.785,0.215
789,0.0,0.47,0.53
790,0.82,0.17,0.01
791,0.53,0.46,0.01
792,0.2,0.725,0.075
793,0.47,0.51,0.02
794,0.83,0.09,0.08
795,0.14,0.75,0.11
796,0.01,0.285,0.705
797,0.0,0.23,0.77
798,0.0,0.68,0.32
799,0.6523333333333333,0.34766666666666673,0.0
800,0.0,0.18,0.82
801,0.04,0.6816666666666665,0.2783333333333333
802,0.0,0.45333333333333337,0.5466666666666666
803,0.0,0.7466666666666666,0.2533333333333333
804,0.0,0.32,0.68
805,0.04666666666666667,0.9233333333333333,0.03
806,0.09,0.7266666666666667,0.18333333333333332
807,0.04,0.62,0.34
808,0.0,0.49,0.51
809,0.21,0.75,0.04
810,0.05,0.41,0.54
811,0.05,0.6125,0.3375
812,0.01,0.67,0.32
813,0.0,0.645,0.355
814,0.0,0.99,0.01
815,0.1733333333333333,0.54,0.2866666666666667
816,0.03,0.94,0.03
817,0.0,0.53,0.47
818,0.0,0.81,0.19
819,0.0,0.8333333333333333,0.16666666666666663
820,0.0,0.8,0.2
821,0.0,0.6,0.4
822,0.0,0.97,0.03
823,0.0,0.254,0.746
824,0.0,0.02,0.98
825,0.17,0.48,0.35
826,0.02,0.96,0.02
827,0.006,0.384,0.61
828,0.0,0.62,0.38
829,0.0,0.7,0.3
830,0.02,0.72,0.26
831,0.0,0.78,0.22
832,0.0,0.7176190476190476,0.2823809523809524
833,0.0,0.95,0.05
834,0.0,0.29,0.71
835,0.19,0.59,0.22
836,0.31,0.5,0.19
837,0.0,0.6716666666666665,0.32833333333333337
838,0.37,0.47,0.16
839,0.0,0.9481666666666668,0.05183333333333333
840,0.07,0.81,0.12
841,0.0,0.6866666666666668,0.3133333333333333
842,0.0,0.69,0.31
843,0.17,0.7575,0.0725
844,0.0,0.76,0.24
845,0.14666666666666667,0.7833333333333333,0.07
846,0.09,0.78,0.13
847,0.0,0.88,0.12
848,0.0,0.41,0.59
849,0.0,0.14,0.86
850,0.0,0.79,0.21
851,0.0,0.25,0.75
852,0.0,0.85,0.15
853,0.29,0.27,0.44
854,0.0,0.7909999999999999,0.20900000000000002
855,0.2,0.77,0.03
856,0.0,0.45,0.55
857,0.19,0.76,0.05
858,0.0,0.82,0.18
859,0.47,0.41,0.12
860,0.24,0.75,0.01
861,0.03,0.62,0.35
862,0.01,0.69,0.3
863,0.0,0.5,0.5
864,0.01,0.11,0.88
865,0.48,0.52,0.0
866,0.0,0.09,0.91
867,0.0,0.91,0.09
868,0.0,0.61,0.39
869,0.01,0.95,0.04
870,0.0,0.16,0.84
871,0.04,0.93,0.03
872,0.04,0.84,0.12
873,0.05,0.95,0.0
874,0.13,0.78,0.09
875,0.0,0.3,0.7
876,0.0,0.0,1.0
877,0.73,0.27,0.0
878,0.0,0.54,0.46
879,0.01,0.7,0.29
880,0.27,0.66,0.07
881,0.02,0.91,0.07
882,0.01,0.37,0.62
883,0.02,0.94,0.04
884,0.2,0.63,0.17
885,0.36,0.58,0.06
886,0.0,0.13,0.87
887,0.21,0.74,0.05
888,0.25,0.43,0.32
889,0.0,0.79,0.21
890,0.06,0.764,0.17600000000000002
891,0.11375,0.87775,0.0085
892,0.0,0.45166666666666666,0.5483333333333333
893,0.02,0.25,0.73
894,0.08,0.2683333333333333,0.6516666666666667
895,0.0,0.88,0.12
896,0.0,0.46,0.54
897,0.0,0.3,0.7
898,0.02,0.55,0.43
899,0.0,0.52,0.48
900,0.06316666666666666,0.8668333333333333,0.07
901,0.12,0.84,0.04
902,0.38,0.55,0.07
