,rndf1,rndf2,rndf3
161,0.0,0.11,0.89
162,0.0,0.183,0.8170000000000001
163,0.0,0.22,0.78
164,0.0,0.08,0.92
165,0.24,0.63,0.13
166,0.0,0.003333333333333333,0.9966666666666666
167,0.21,0.5988333333333332,0.19116666666666662
168,0.0,0.78,0.22
169,0.25,0.52,0.23
170,0.0,0.32,0.68
171,0.0,0.01,0.99
172,0.0,0.87,0.13
173,0.0,0.14,0.86
174,0.09,0.62,0.29
175,0.05,0.25333333333333335,0.6966666666666665
176,0.0,0.05,0.95
177,0.43,0.57,0.0
178,0.0,0.7333333333333333,0.26666666666666666
179,0.0,0.9534761904761905,0.046523809523809516
180,0.03,0.63,0.34
181,0.4,0.58,0.02
182,0.0,0.83,0.17
183,0.0,0.335,0.665
184,0.0,0.4485,0.5515
185,0.01,0.69,0.3
186,0.0,0.03,0.97
187,0.0,0.22,0.78
188,0.09,0.695,0.215
189,0.2,0.71,0.09
190,0.0,0.81,0.19
191,0.04,0.92,0.04
192,0.29,0.71,0.0
193,0.02,0.66,0.32
194,0.02,0.102,0.878
195,0.14,0.55,0.31
196,0.26,0.63,0.11
197,0.0,0.04,0.96
198,0.33,0.51,0.16
199,0.08833333333333332,0.8616666666666667,0.05
200,0.0,0.03,0.97
201,0.0,1.0,0.0
202,0.0,1.0,0.0
203,0.016666666666666666,0.9833333333333333,0.0
204,0.0,0.54,0.46
205,0.0,0.77,0.23
206,0.0,0.33,0.67
207,0.16,0.26,0.58
208,0.03,0.82,0.15
209,0.32,0.67,0.01
210,0.0,0.97,0.03
211,0.85,0.13,0.02
212,0.05428571428571429,0.6007142857142856,0.345
213,0.03,0.65,0.32
214,0.01,0.67,0.32
215,0.03,0.95,0.02
216,0.01,0.98,0.01
217,0.89,0.11,0.0
218,0.12,0.7,0.18
219,0.0,0.01,0.99
220,0.0,1.0,0.0
221,0.0,0.9,0.1
222,0.03,0.835,0.135
223,0.02,0.77,0.21
224,0.0,0.01,0.99
225,0.0,0.02,0.98
226,0.34,0.54,0.12
227,0.03,0.915,0.055
228,0.16,0.84,0.0
229,0.0,0.58,0.42
230,0.0,0.05,0.95
231,0.02,0.85,0.13
232,0.013333333333333332,0.5416666666666667,0.445
233,0.58,0.41,0.01
234,0.95,0.04,0.01
235,0.26,0.46,0.28
236,0.0,0.12,0.88
237,0.0,0.9516666666666667,0.04833333333333333
238,0.0,0.07,0.93
239,0.0,0.98,0.02
240,0.765,0.115,0.12
241,0.03,0.67,0.3
242,0.15,0.66,0.19
243,0.02,0.63,0.35
244,0.0,0.4,0.6
245,0.01,0.57,0.42
246,0.0,0.97,0.03
247,0.0,0.87,0.13
248,0.0,0.57,0.43
249,0.0,0.956,0.044000000000000004
250,0.5316666666666666,0.43833333333333335,0.03
251,0.62,0.38,0.0
252,0.0,0.98,0.02
253,0.15,0.6666666666666665,0.18333333333333335
254,0.0,0.68,0.32
255,0.59,0.4,0.01
256,0.02,0.89,0.09
257,0.02,0.92,0.06
258,0.02,0.424,0.556
259,0.0,0.72,0.28
260,0.02,0.63,0.35
261,0.04,0.27,0.69
262,0.0,0.7040000000000001,0.29600000000000004
263,0.01,0.32,0.67
264,0.15,0.81,0.04
265,0.03,0.48,0.49
266,0.19,0.78,0.03
267,0.0,0.02,0.98
268,0.0,0.07,0.93
269,0.0,0.7308333333333333,0.26916666666666667
270,0.01,0.94,0.05
271,0.0,0.442,0.5579999999999999
272,0.01,0.93,0.06
273,0.05,0.85,0.1
274,0.05,0.6083333333333334,0.34166666666666673
275,0.0,0.59,0.41
276,0.0,0.5,0.5
277,0.46,0.54,0.0
278,0.006666666666666666,0.6433333333333334,0.35
279,0.02,0.6893333333333334,0.2906666666666667
280,0.03,0.84,0.13
281,0.0,0.85,0.15
282,0.0,0.46,0.54
283,0.05,0.3533333333333333,0.5966666666666667
284,0.12,0.65,0.23
285,0.2,0.74,0.06
286,0.0,0.0,1.0
287,0.0,0.8,0.2
288,0.0,0.87,0.13
289,0.0,0.816,0.184
290,0.0,0.025,0.975
291,0.0,0.0,1.0
292,0.0,0.08,0.92
293,0.0,0.93,0.07
294,0.0,1.0,0.0
295,0.0,0.34,0.66
296,0.17,0.62,0.21
297,0.0,0.29,0.71
298,0.06,0.94,0.0
299,0.0,0.04,0.96
300,0.0,0.1,0.9
301,0.06,0.87,0.07
302,0.01,0.13,0.86
303,0.26,0.71,0.03
304,0.38,0.59,0.03
305,0.0,0.95,0.05
306,0.09,0.86,0.05
307,0.0,0.37,0.63
308,0.0,0.76,0.24
309,0.0,0.42,0.58
310,0.01,0.1975,0.7925
311,0.01,0.8371428571428572,0.15285714285714286
312,0.0,0.67,0.33
313,0.0,0.5,0.5
314,0.02,0.7766666666666667,0.20333333333333337
315,0.05,0.56,0.39
316,0.01,0.5466666666666667,0.4433333333333333
317,0.08,0.89,0.03
318,0.0,0.1625,0.8375
319,0.54,0.41,0.05
320,0.5,0.45,0.05
321,0.0,0.82,0.18
322,0.0,0.23,0.77
323,0.0,0.06,0.94
324,0.08,0.87,0.05
325,0.0,0.35666666666666663,0.6433333333333334
326,0.0,0.75,0.25
327,0.08,0.9,0.02
328,0.0,0.9,0.1
329,0.01,0.79,0.2
330,0.75,0.25,0.0
331,0.02,0.58,0.4
332,0.0,0.5483333333333333,0.45166666666666666
333,0.01,0.87,0.12
334,0.24,0.55,0.21
335,0.0,0.8933333333333333,0.10666666666666666
336,0.0,1.0,0.0
337,0.01,0.98,0.01
338,0.0,0.4448571428571429,0.5551428571428572
339,0.0,0.49,0.51
340,0.0,0.88,0.12
341,0.63,0.28,0.09
342,0.0,0.12,0.88
343,0.4805,0.5195000000000001,0.0
344,0.1,0.645,0.255
345,0.6759999999999999,0.27399999999999997,0.05
346,0.02,0.65,0.33
347,0.01,0.99,0.0
348,0.0,0.66,0.34
349,0.0,0.0,1.0
350,0.0,0.3391666666666667,0.6608333333333334
351,0.0,0.43,0.57
352,0.0,0.8775,0.1225
353,0.04,0.92,0.04
354,0.01,0.28,0.71
355,0.08,0.55,0.37
356,0.0,0.955,0.045
357,0.0,0.97,0.03
358,0.0,0.25,0.75
359,0.0,0.8725,0.1275
360,0.8526772203544647,0.147322779645535,0.0
361,0.07,0.5,0.43
362,0.0,0.2,0.8
363,0.225,0.715,0.06
364,0.1733333333333333,0.7366666666666666,0.09
365,0.0,0.6078333333333333,0.3921666666666666
366,0.0,0.61,0.39
367,0.0,0.97,0.03
368,0.0,0.96,0.04
369,0.0,0.0,1.0
370,0.0,0.6175,0.3825
371,0.02,0.48,0.5
372,0.13,0.87,0.0
373,0.51,0.34,0.15
374,0.08,0.40833333333333327,0.5116666666666666
375,0.66,0.34,0.0
376,0.78,0.22,0.0
377,0.01,0.36,0.63
378,0.0,0.26266666666666666,0.7373333333333334
379,0.45,0.51,0.04
380,0.0,0.77,0.23
381,0.0,0.21,0.79
382,0.02,0.63,0.35
383,0.31166666666666665,0.6583333333333334,0.03
384,0.0,0.8066666666666668,0.19333333333333336
385,0.01,0.62,0.37
386,0.0,0.71,0.29
387,0.0,0.21600000000000003,0.784
388,0.0,0.57,0.43
389,0.35,0.6,0.05
390,0.0,0.0,1.0
391,0.01,0.12,0.87
392,0.0,0.44,0.56
393,0.02,0.04,0.94
394,0.0,0.59,0.41
395,0.1,0.88,0.02
396,0.35,0.61,0.04
397,0.0,0.64925,0.35075
398,0.01,0.82,0.17
399,0.0,0.88,0.12
400,0.05,0.66,0.29
401,0.03,0.74,0.23
402,0.01,0.295,0.695
403,0.0,0.02,0.98
404,0.79,0.145,0.065
405,0.8,0.19,0.01
406,0.1,0.75,0.15
407,0.28,0.53,0.19
408,0.01,0.49,0.5
409,0.0,0.03,0.97
410,0.01,0.58,0.41
411,0.0,0.99,0.01
412,0.0,0.9425,0.0575
413,0.27,0.73,0.0
414,0.0,0.184,0.816
415,0.02,0.82,0.16
416,0.01,0.81,0.18
417,0.02,0.18,0.8
418,0.01,0.98,0.01
419,0.8,0.2,0.0
420,0.53,0.3866666666666667,0.08333333333333331
421,0.0,0.38,0.62
422,0.16416666666666668,0.6858333333333333,0.15
423,0.0,0.44833333333333336,0.5516666666666666
424,0.0,0.21,0.79
425,0.04,0.94,0.02
426,0.01,0.7933333333333334,0.19666666666666668
427,0.01,0.98,0.01
428,0.0,0.53,0.47
429,0.0,0.43,0.57
430,0.19,0.76,0.05
431,0.02,0.855,0.125
432,0.0,0.36,0.64
433,0.03,0.6,0.37
434,0.0,0.85,0.15
435,0.01,0.8,0.19
436,0.0,0.7108333333333333,0.2891666666666666
437,0.38,0.48,0.14
438,0.0,0.46799999999999997,0.532
439,0.0,0.6,0.4
440,0.02,0.68,0.3
441,0.5,0.49,0.01
442,0.01,0.58,0.41
443,0.0,0.09,0.91
444,0.18,0.6421825396825395,0.17781746031746032
445,0.0475,0.3925,0.56
446,0.0,0.355,0.645
447,0.015,0.9349999999999998,0.05
448,0.03,0.54,0.43
449,0.0,0.8533333333333334,0.14666666666666667
450,0.0,0.8616666666666666,0.1383333333333333
451,0.0,0.96,0.04
452,0.0,0.15,0.85
453,0.0,0.03,0.97
454,0.23,0.5066666666666666,0.2633333333333333
455,0.0025,0.5525,0.445
456,0.02,0.6,0.38
457,0.0,0.68,0.32
458,0.05,0.5,0.45
459,0.0,0.06666666666666667,0.9333333333333332
460,0.02,0.77,0.21
461,0.1,0.5176666666666666,0.38233333333333325
462,0.0,0.82,0.18
463,0.0,0.13,0.87
464,0.0,0.7833333333333333,0.21666666666666667
465,0.01,0.43,0.56
466,0.01,0.78,0.21
467,0.0,0.76,0.24
468,0.30833333333333335,0.5683333333333334,0.12333333333333334
469,0.0,0.0,1.0
470,0.04,0.89,0.07
471,0.08,0.675,0.245
472,0.13,0.78,0.09
473,0.16,0.44,0.4
474,0.0,0.39399999999999996,0.606
475,0.01,0.965,0.025
476,0.01,0.44,0.55
477,0.14,0.65,0.21
478,0.115,0.805,0.08
479,0.0,0.92,0.08
480,0.69,0.28,0.03
481,0.69,0.28,0.03
482,0.05,0.87,0.08
483,0.0,0.93,0.07
484,0.0,1.0,0.0
485,0.0,0.23,0.77
486,0.06,0.88,0.06
487,0.0,0.1,0.9
488,0.0,0.64,0.36
489,0.09,0.89,0.02
490,0.03,0.72,0.25
491,0.0,0.005,0.995
492,0.07,0.89,0.04
493,0.01,0.815,0.175
494,0.0,0.55,0.45
495,0.01,0.86,0.13
496,0.0,0.19,0.81
497,0.43,0.57,0.0
498,0.0,0.61,0.39
499,0.02,0.69,0.29
500,0.72,0.26,0.02
501,0.0,0.58,0.42
502,0.0,0.43592857142857144,0.5640714285714286
503,0.01,0.59,0.4
504,0.04,0.77,0.19
505,0.07,0.74,0.19
506,0.0,0.94,0.06
507,0.0,0.49,0.51
508,0.0,0.99,0.01
509,0.12666666666666665,0.7316666666666666,0.1416666666666667
510,0.0,0.4,0.6
511,0.0,0.76,0.24
512,0.2,0.75,0.05
513,0.0,0.5266666666666666,0.4733333333333334
514,0.01,0.06,0.93
515,0.0,0.485,0.515
516,0.02,0.9233333333333333,0.05666666666666667
517,0.0,0.62,0.38
518,0.06,0.75,0.19
519,0.05,0.79,0.16
520,0.0,0.43,0.57
521,0.17,0.83,0.0
522,0.01,0.5125,0.4775
523,0.0,1.0,0.0
524,0.08166666666666667,0.8783333333333333,0.04
525,0.02,0.98,0.0
526,0.53,0.41,0.06
527,0.03,0.85,0.12
528,0.01,0.69,0.3
529,0.0,0.22666666666666666,0.7733333333333333
530,0.0,0.13,0.87
531,0.01,0.4126666666666667,0.5773333333333334
532,0.0,0.7275,0.2725
533,0.01,0.8516666666666667,0.13833333333333334
534,0.05,0.7,0.25
535,0.01,0.65,0.34
536,0.04,0.335,0.625
537,0.04,0.8,0.16
538,0.02,0.77,0.21
539,0.0,0.57,0.43
540,0.0,0.0,1.0
541,0.04,0.78,0.18
542,0.0,0.17,0.83
543,0.01,0.7558333333333335,0.2341666666666667
544,0.02,0.71,0.27
545,0.0,0.8362857142857143,0.1637142857142857
546,0.0,0.83,0.17
547,0.0,0.55,0.45
548,0.29,0.39,0.32
549,0.0,0.03,0.97
550,0.0,0.44,0.56
551,0.19,0.66,0.15
552,0.0,0.095,0.905
553,0.0,1.0,0.0
554,0.0,0.55,0.45
555,0.0,0.0,1.0
556,0.11,0.82,0.07
557,0.64,0.36,0.0
558,0.01,0.545,0.445
559,0.02,0.95,0.03
560,0.0,0.25,0.75
561,0.3,0.36,0.34
562,0.0215,0.5198333333333334,0.4586666666666666
563,0.01,0.53,0.46
564,0.12,0.84,0.04
565,0.23,0.73,0.04
566,0.0,0.72,0.28
567,0.42,0.51,0.07
568,0.03,0.94,0.03
569,0.04,0.895,0.065
570,0.0,0.06,0.94
571,0.0,0.44,0.56
572,0.13583333333333333,0.5741666666666667,0.29
573,0.1,0.86,0.04
574,0.0,0.02,0.98
575,0.0,0.285,0.715
576,0.0,0.09,0.91
577,0.1,0.78,0.12
578,0.08,0.66,0.26
579,0.0,0.27,0.73
580,0.09,0.91,0.0
581,0.0,0.20016666666666666,0.7998333333333334
582,0.0,0.97,0.03
583,0.0,0.08,0.92
584,0.06,0.73,0.21
585,0.0,0.98,0.02
586,0.09166666666666667,0.9083333333333334,0.0
587,0.09,0.87,0.04
588,0.02,0.74,0.24
589,0.02,0.98,0.0
590,0.14,0.57,0.29
591,0.0,0.5,0.5
592,0.2833333333333333,0.6633333333333334,0.05333333333333333
593,0.0,0.96,0.04
594,0.49,0.51,0.0
595,0.66,0.28,0.06
596,0.02,0.435,0.545
597,0.0,0.86,0.14
598,0.0,0.8043333333333332,0.1956666666666667
599,0.0,0.44,0.56
600,0.01,0.71,0.28
601,0.0,0.64,0.36
602,0.0,0.1325,0.8675
603,0.3,0.69,0.01
604,0.13,0.705,0.165
605,0.0,0.31333333333333335,0.6866666666666665
606,0.11,0.67,0.22
607,0.0,0.32,0.68
608,0.0,0.6439285714285714,0.3560714285714286
609,0.0,0.8049761904761905,0.1950238095238095
610,0.0,0.0,1.0
611,0.69,0.29,0.02
612,0.0,0.08,0.92
613,0.89,0.11,0.0
614,0.3451031746031746,0.6548968253968254,0.0
615,0.10666666666666666,0.8333333333333335,0.06
616,0.0,0.845,0.155
617,0.0,0.76,0.24
618,0.0,0.9246666666666669,0.07533333333333332
619,0.03,0.51,0.46
620,0.02,0.94,0.04
621,0.0,0.78,0.22
622,0.034,0.9423333333333334,0.023666666666666666
623,0.0,0.9166666666666667,0.08333333333333331
624,0.05,0.8,0.15
625,0.02,0.97,0.01
626,0.0,0.67,0.33
627,0.6466666666666666,0.2833333333333333,0.07
628,0.0,0.87,0.13
629,0.0,0.245,0.755
630,0.0,0.88,0.12
631,0.22,0.7,0.08
632,0.02,0.75,0.23
633,0.02,0.82,0.16
634,0.9173308080808081,0.08266919191919189,0.0
635,0.0,0.36,0.64
636,0.13,0.87,0.0
637,0.0,0.8,0.2
638,0.0,0.0,1.0
639,0.26,0.65,0.09
640,0.0,0.8071666666666667,0.19283333333333336
641,0.0,0.47,0.53
642,0.0,0.0,1.0
643,0.0,0.04,0.96
644,0.01,0.36,0.63
645,0.0,0.67,0.33
646,0.0,0.51,0.49
647,0.01,0.77,0.22
648,0.0,0.02,0.98
649,0.23,0.69,0.08
650,0.055,0.72,0.225
651,0.0,0.44375,0.55625
652,0.0775,0.8975,0.025
653,0.64,0.34,0.02
654,0.45,0.5,0.05
655,0.0,0.16666666666666669,0.8333333333333333
656,0.01,0.51,0.48
657,0.38,0.43,0.19
658,0.5,0.24,0.26
659,0.0,0.44,0.56
660,0.08,0.69,0.23
661,0.0,0.87,0.13
662,0.0,0.0,1.0
663,0.09,0.79,0.12
664,1.0,0.0,0.0
665,0.06,0.62,0.32
666,0.07,0.85,0.08
667,0.01,0.97,0.02
668,0.02,0.79,0.19
669,0.7257142857142856,0.2742857142857143,0.0
670,0.30234449760765547,0.48028732078035474,0.21736818161198965
671,0.67,0.31,0.02
672,0.0,0.93,0.07
673,0.0,0.02,0.98
674,0.28,0.62,0.1
675,0.0,0.8283333333333333,0.1716666666666667
676,0.08,0.585,0.335
677,0.17,0.76,0.07
678,0.0,0.54,0.46
679,0.01,0.94,0.05
680,0.0,0.2,0.8
681,0.67,0.33,0.0
682,0.04,0.81,0.15
683,0.02,0.6266666666666666,0.3533333333333333
684,0.0,0.17,0.83
685,0.0,0.3833333333333333,0.6166666666666667
686,0.0,0.14,0.86
687,0.38,0.325,0.295
688,0.36,0.54,0.1
689,0.0,0.0,1.0
690,0.01,0.96,0.03
691,0.01,0.816,0.174
692,0.05,0.85,0.1
693,0.0,0.6,0.4
694,0.01,0.78,0.21
695,0.0,0.04,0.96
696,0.0,0.6936666666666668,0.30633333333333335
697,0.0,0.32511904761904764,0.6748809523809524
698,0.03,0.89,0.08
699,0.0,0.41,0.59
700,0.09,0.85,0.06
701,0.73,0.24,0.03
702,0.47,0.53,0.0
703,0.06,0.5,0.44
704,0.0,0.68,0.32
705,0.0,0.41,0.59
706,0.01,0.45,0.54
707,0.0,0.775,0.225
708,0.04333333333333334,0.8633333333333334,0.09333333333333332
709,0.59,0.4,0.01
710,0.0,0.835,0.165
711,0.0,0.254,0.746
712,0.0,0.995,0.005
713,0.03,0.78,0.19
714,0.02,0.37,0.61
715,0.0,0.68,0.32
716,0.02333333333333333,0.72,0.25666666666666665
717,0.0,0.09,0.91
718,0.0,0.44,0.56
719,0.0,0.615,0.385
720,0.0,0.3792857142857144,0.6207142857142854
721,0.0,0.8275,0.1725
722,0.01,0.54,0.45
723,0.0,0.64,0.36
724,0.01,0.275,0.715
725,0.6844999999999999,0.3055,0.01
726,0.0,0.01,0.99
727,0.01,0.51,0.48
728,0.44,0.55,0.01
729,0.96,0.01,0.03
730,0.0,0.33,0.67
731,0.0,0.83,0.17
732,0.0,0.14,0.86
733,0.02,0.76,0.22
734,0.0,0.3,0.7
735,0.0,0.0,1.0
736,0.0,0.25166666666666665,0.7483333333333333
737,0.67,0.3,0.03
738,0.05,0.64,0.31
739,0.0,0.84,0.16
740,0.01,0.95,0.04
741,0.0,0.99,0.01
742,0.79,0.21,0.0
743,0.01,0.57,0.42
744,0.006666666666666666,0.7721111111111111,0.2212222222222222
745,0.0,0.09,0.91
746,0.0,0.54,0.46
747,0.0,0.21583333333333332,0.7841666666666667
748,0.0,0.16,0.84
749,0.0,0.40333333333333327,0.5966666666666667
750,0.06,0.66,0.28
751,0.013333333333333332,0.5766666666666667,0.41
752,0.02,0.95,0.03
753,0.0,0.03333333333333333,0.9666666666666666
754,0.0,0.81,0.19
755,0.10416666666666666,0.7516666666666666,0.14416666666666667
756,0.0,0.1,0.9
757,0.01,0.74,0.25
758,0.2509523809523809,0.749047619047619,0.0
759,0.0,0.02,0.98
760,0.01,0.45,0.54
761,0.09666666666666668,0.6333333333333333,0.27
762,0.04,0.3,0.66
763,0.0,0.0,1.0
764,0.0,0.01,0.99
765,0.07,0.65,0.28
766,0.0,0.9758333333333333,0.024166666666666666
767,0.4646666666666667,0.4553333333333333,0.08
768,0.27,0.68,0.05
769,0.0,0.61,0.39
770,0.0,0.91,0.09
771,0.01,0.59,0.4
772,0.03,0.9,0.07
773,0.0,0.0,1.0
774,0.22,0.73,0.05
775,0.05,0.16,0.79
776,0.09,0.44,0.47
777,0.05,0.26,0.69
778,0.0,0.6,0.4
779,0.035,0.665,0.3
780,0.0,0.685,0.315
781,0.0,0.8333333333333335,0.16666666666666663
782,0.01,0.22,0.77
783,0.0,1.0,0.0
784,0.0,0.58,0.42
785,0.11,0.88,0.01
786,0.0,0.6273333333333332,0.3726666666666667
787,0.19,0.69,0.12
788,0.01,0.8,0.19
789,0.01,0.88,0.11
790,0.01,0.7859999999999999,0.204
791,0.0,0.605,0.395
792,0.08,0.63,0.29
793,0.0,0.81,0.19
794,0.14,0.86,0.0
795,0.01,0.96,0.03
796,0.42,0.55,0.03
797,0.532,0.46799999999999997,0.0
798,0.02,0.84,0.14
799,0.26,0.66,0.08
800,0.46,0.54,0.0
801,0.0,0.5,0.5
802,0.01,0.69,0.3
803,0.0,0.06,0.94
804,0.0,0.9266666666666665,0.07333333333333333
805,0.0,0.55,0.45
806,0.0,0.7290000000000001,0.271
807,0.695,0.27416666666666667,0.030833333333333334
808,0.0,0.06,0.94
809,0.0,0.82,0.18
810,0.003,0.47782142857142856,0.5191785714285714
811,0.04,0.8,0.16
812,0.0,0.45,0.55
813,0.0,0.5325,0.4675
814,0.0,0.59,0.41
815,0.01,0.79,0.2
816,0.0,0.69,0.31
817,0.06,0.604,0.336
818,0.01,0.83,0.16
819,0.0,0.01,0.99
820,0.7384047619047618,0.22321428571428573,0.03838095238095238
821,0.88,0.12,0.0
822,0.0,0.56,0.44
823,0.0,0.75,0.25
824,0.0,0.17,0.83
825,0.0,0.24666666666666667,0.7533333333333333
826,0.09,0.88,0.03
827,0.0,0.5147142857142858,0.48528571428571426
828,0.0,0.09,0.91
829,0.49975,0.49024999999999996,0.01
830,0.0,0.5228095238095237,0.4771904761904763
831,0.21,0.36,0.43
832,0.0,0.99,0.01
833,0.05,0.75,0.2
834,0.0,0.9359999999999999,0.064
835,0.04,0.74,0.22
836,0.0,0.97,0.03
837,0.0,0.19,0.81
838,0.67,0.33,0.0
839,0.04,0.65,0.31
840,0.01,0.89,0.1
841,0.28,0.69,0.03
842,0.02,0.49333333333333335,0.4866666666666667
843,0.0,0.37,0.63
844,0.0,0.86,0.14
845,0.0,0.89,0.11
846,0.0,0.0,1.0
847,0.0,0.65,0.35
848,0.0,0.71,0.29
849,0.0,0.78,0.22
850,0.0,0.2165,0.7835
851,0.02,0.9,0.08
852,0.06666666666666667,0.8533333333333334,0.08
853,0.0,0.51,0.49
854,0.04,0.55,0.41
855,0.0,0.21,0.79
856,0.0,0.64,0.36
857,0.0,0.33,0.67
858,0.03,0.96,0.01
859,0.02,0.92,0.06
860,0.0,0.24448809523809514,0.7555119047619046
861,0.0,0.71,0.29
862,0.0,0.9375714285714287,0.06242857142857144
863,0.01,0.66,0.33
864,0.42300000000000004,0.577,0.0
865,0.0,0.9466666666666668,0.05333333333333333
866,0.47,0.5,0.03
867,0.07,0.59,0.34
868,0.0,0.226,0.774
869,0.0,1.0,0.0
870,0.0,0.88,0.12
871,0.0,0.52,0.48
872,0.51,0.42,0.07
873,0.02,0.19,0.79
874,0.005,0.985,0.01
875,0.0,0.25,0.75
876,0.2957142857142857,0.5642857142857143,0.14
877,0.015,0.825,0.16
878,0.03,0.72,0.25
879,0.1,0.68,0.22
880,0.0,0.67,0.33
881,0.19,0.42,0.39
882,0.03,0.55,0.42
883,0.42,0.26,0.32
884,0.09,0.73,0.18
885,0.0,0.73,0.27
886,0.77,0.23,0.0
887,0.0,0.13,0.87
888,0.06,0.73,0.21
889,0.2744761904761905,0.5355238095238095,0.19
