damage_grade,Target
1,2.2551478664334392
3,2.318549874794494
2,2.2680770967174504
3,2.2200360302979525
3,2.3275425094092634
3,1.7641182940578632
3,2.55879885762278
2,2.3213342758615805
3,2.330719630126263
2,2.338022926420071
2,2.3637524911958736
1,2.3623152398811698
2,2.308966155101281
2,2.3503007517093195
2,2.1214958006098548
2,1.8735950473782517
1,2.4270565912239572
2,2.47291204627151
3,2.3230192670392853
3,2.375394349430366
2,2.1120125942208396
2,2.461845517882937
2,2.1480292342462763
3,2.3881494363776157
2,1.3289479667581658
3,2.340802776279795
1,1.7402699906080206
3,2.282445006599726
3,2.4137006552493223
2,2.3135066784179394
1,1.6992931484484486
2,2.2194158796700103
1,2.315322436585189
2,2.298653731775677
2,2.2764843591103583
2,2.413024804277911
2,2.2534463071011928
1,2.3481665690687783
3,2.338603654355049
3,2.3162164351113095
2,2.563392023400451
2,1.9149537695965244
3,2.32258089337319
1,2.3319464230933367
2,2.4411058762196283
2,2.2855960071258443
2,2.3317993198622387
2,2.3635377133102007
3,2.3142153884688352
2,2.413637949506218
2,2.3381385967806194
2,2.381863661509442
1,1.6974566166349652
2,1.7272960689239856
3,2.422597165086858
2,2.402236826047671
3,2.3853652627629023
2,1.4922514891704939
2,2.3976762187140657
2,1.6919832009446512
3,2.350558539340635
2,2.1846027152276
2,2.226565708043907
2,2.334009218211881
3,2.375169247889452
2,2.3247795482610236
2,2.313349988212787
2,2.29582895622682
3,2.41022156799955
1,2.2945489030997583
2,2.190414403645169
2,2.340023644368014
2,2.3554488649666196
2,2.496782888259797
2,2.362052240105866
2,2.265430851734157
3,2.5543737683596484
2,2.2687695982119376
2,2.3402844901529565
2,1.935506409662571
3,2.3797294788689007
3,2.2564369957010686
2,2.203721975106013
2,2.23719608521569
2,1.473284241423828
2,2.3041855356983825
1,1.6806503785957545
2,2.3025525583715356
2,2.2261143713461524
3,2.358510633192341
2,2.2637161832138015
3,2.3458752422202824
3,2.396703611396539
3,2.34073783699559
2,2.2942034588852844
2,1.5029548937296875
3,2.347872260610613
3,2.384753472747885
2,2.330968359038649
2,2.381863661509442
1,2.0592820650232015
2,2.449615882646341
2,2.3638552861095015
2,2.2915554803421037
2,1.683248926790135
2,2.3269900671714074
1,2.3574185312028697
2,2.269846853689311
2,2.304580408523177
3,2.2826167469039116
2,1.6972282809811183
3,2.3713866212238752
3,2.359689523869604
2,2.3169347321685105
2,2.429339827440767
3,2.4305031774610217
2,2.3846656200757734
3,2.275888964364959
2,2.4011837354877312
2,2.3225925133708323
2,2.359689523869604
2,2.337146784202234
2,2.360147268754599
2,2.336830466567311
3,2.434375178595667
3,2.3546400115777697
2,2.4750462289120514
3,2.2537069371280767
2,2.333585171071825
3,2.2959174455122984
2,1.9102617902448942
3,2.4590784189877364
2,2.2743330913988187
3,2.4788288555776283
1,2.170558589211059
2,1.9955435169042148
3,2.4441568205794337
2,2.3610355796262024
2,2.439939643453247
2,2.0231122690334398
3,2.2751961165110908
3,2.4275927812907137
2,2.35136887837998
2,2.3770064496828205
2,2.2743330913988187
3,2.321023320918592
3,2.2145935817451696
2,2.2835519191047324
2,2.4318227058348936
2,2.2995096063426717
2,2.3197466785769936
2,2.2427260381285956
2,2.1751544487062833
2,2.383895241108798
2,2.3376708878078363
2,2.061469531030248
2,2.440901349157705
3,2.433376797808214
2,1.3878517803184849
3,1.796032033755227
3,2.348204604234796
2,2.430308513280518
3,2.362980367645479
2,1.7192144692559357
3,2.274613013363505
2,2.358510633192341
2,2.375324303561625
2,2.3638552861095015
1,2.1292019947239975
2,2.339188612914154
3,2.3229216044070915
2,2.156397860960426
3,2.356118662920484
3,2.3803972411579433
1,1.404830308723158
2,2.2522340730784043
3,2.429031321693398
3,2.3350998005548127
3,2.47291204627151
2,2.489193670495123
2,2.3447010787327263
3,2.2145935817451696
2,2.2099700889178755
2,2.210496556392628
2,2.245464562819545
3,2.4232248584330742
2,2.4209402627472922
3,2.3467345825806913
2,1.7746071473610523
3,2.364988805812165
3,2.3656063331757227
3,2.427291235520366
2,2.393309410930731
3,2.283670264064733
2,1.8348044166846875
2,2.3838084495287184
2,1.5578384613039593
3,1.9437874351951707
2,2.416108184826942
1,1.6688453096977631
2,2.5137827251297344
2,1.699689683202325
3,2.4767258805654206
2,2.2841450304299054
3,2.3752332240377427
3,2.453772858720369
2,2.3638552861095015
2,2.439939643453247
2,2.412780302695343
3,2.3467345825806913
2,2.3050437673374695
2,2.4214649101474226
2,2.4599007298636604
2,2.412472847005761
2,1.7119408314054096
3,2.2643858802321093
3,2.1347487801303626
2,2.267362483258134
2,2.3089869600807646
3,2.332979728048578
2,2.350558539340635
3,2.2399103474125153
2,2.276747196004046
1,1.5886745635860198
2,2.2985179895595538
2,2.3871417089792026
2,2.2408192774591433
2,2.3522616938071144
1,1.6976067372572892
2,2.4460511311725845
2,1.8268134361764412
2,2.244242069914765
2,2.2942926884063994
3,2.1077156137375983
2,2.3463448845009958
2,2.235859704571825
3,2.398693342127475
2,2.274613013363505
2,2.4880192582867307
2,2.361021020681917
2,2.5437883130360723
3,2.2319260597637216
3,2.338022926420071
1,2.2482815328766685
2,2.224565967930565
2,2.4414541895634
3,2.193795280316447
2,2.4858427891863233
2,2.3296594234249834
2,2.3528404352544543
1,2.3350998005548127
1,1.738454567521548
3,2.360778549704295
1,2.4858850756461894
2,2.328286068697547
2,2.3442418299439183
2,1.7022359232961677
2,1.6715227053445232
3,2.4788288555776283
2,2.452370317786017
2,2.2981996022349986
3,2.4392323960673514
1,1.718672427544028
2,2.417761386735377
2,2.4304644433563274
2,2.2995524067231528
3,2.2842689277843915
3,2.251966014763018
2,2.41742070628654
2,2.2027310199911883
3,2.4927137089382585
3,2.3547188702294855
2,2.2138524034405815
2,2.2717461123861935
3,2.3547188702294855
3,2.338603654355049
2,2.0181767254034253
2,2.4400337303505424
2,2.3133037624346855
3,2.3862234944019893
2,2.253985120144625
2,2.3547188702294855
2,2.1967014060598378
2,2.364352751249486
3,2.3481665690687783
2,2.383121341741158
1,1.3757706701691195
2,2.37720453243504
2,2.2705726946103857
2,2.314918544625523
2,2.3050086682135227
3,2.326633921711219
1,1.6089512187815282
3,1.8613677188622584
2,1.4652147516029226
3,2.338603654355049
2,2.409461460241734
3,2.300469580325699
2,2.3478379789748396
3,2.305288606768628
2,2.339432806001422
2,2.282791080777221
2,2.4303651860728914
2,2.3866982607671616
2,2.2029360844445445
2,2.2232094305061163
2,2.3021539560990263
2,2.289319274605698
2,2.420889985975972
3,2.343347129080042
1,1.5644238910912103
2,1.8335362836226625
2,2.329971381427394
2,1.6480953085844707
2,2.391441489909017
3,2.3588993570198555
2,2.3246924287544024
3,2.522399568132349
2,2.237156843367313
2,2.338603654355049
1,1.4588967881879324
1,2.309225630807747
2,2.4372218869709052
2,2.3119736191670834
2,2.3206645788432727
3,2.2789358587897293
2,2.4263700735349762
2,2.3651929766275894
2,2.375169247889452
3,2.3647135177485885
2,2.253363280595935
3,2.2650500986497755
3,2.3375362719974473
2,2.355151505045557
3,2.38448607947539
2,2.241757032792837
2,2.2471972996162894
1,1.5822256962615673
2,2.35136887837998
2,2.390017340618312
1,2.3282995038111363
2,2.346064885562384
2,2.1359726353416217
3,2.3613686303614787
3,2.253623794852331
2,2.262927723626616
3,2.3256394615794114
2,2.41656292936092
3,2.2573087535169707
2,2.4417457589838625
3,2.551164194945783
2,2.2248633265561124
2,2.558489235905972
2,2.3561888918835896
3,2.3601136310084496
2,2.351816783495489
3,2.3576725640527814
3,2.3170220810211037
2,2.367859614980348
2,2.490930021173599
2,2.1420098300542714
3,2.362980367645479
3,2.429890419707719
2,2.384753472747885
1,1.8362242191179337
2,2.235795492378367
2,2.348245618345926
3,2.3193928510021253
2,2.3547188702294855
2,2.186883312349933
2,2.3158705176607524
2,2.238388199270517
2,2.349234695739439
3,2.277147605050663
3,2.3592344477209375
2,2.4613707515177645
3,2.319681149687717
2,2.2198184840462574
3,2.2870348416683486
3,2.2959521897291904
2,2.2947979473913023
2,2.2639371753720425
2,2.38448607947539
2,2.270386640534512
2,2.4375705202494826
2,1.5420001698720485
2,2.352489920006639
2,2.3480602835310465
2,2.4508568660718666
2,2.3314589963390873
2,2.3832737223734792
2,2.3609009900742484
2,2.244664238183748
2,2.383733940502496
2,2.2153004118423825
2,2.3442418299439183
3,2.183523760941224
1,2.077187655244487
2,2.261420324065916
3,2.348204604234796
2,2.320527036362508
3,2.3393539473497063
2,2.3993574442719616
2,1.7192679328729303
1,2.36039962502572
1,1.8223288534887487
2,2.239363816413897
3,2.293485679312718
1,2.359689523869604
2,2.331250960130141
2,2.505780326495066
2,1.9151410271403506
2,2.313349988212787
3,2.4844204142881487
1,2.056690429941844
2,2.1863551378272734
1,2.359550999027813
2,2.376203056913971
3,2.2930972240799004
2,2.250949830683265
3,2.3540491732111777
1,2.3319464230933367
2,2.2877866262907434
2,2.446011006272618
3,2.2863660046505263
2,2.4900728537826358
2,2.2327835657969013
2,2.289912015394612
2,2.4368554232924624
3,2.348204604234796
2,2.2708711072188232
2,2.320767612982272
2,2.382454499876034
3,2.318549874794494
3,2.337399302153457
2,1.9417558555958145
1,1.7179876762888617
2,2.2518871561113025
2,1.6845870293995446
3,2.218434495417549
3,1.9291264194433775
2,2.424248857596226
2,2.356673227142375
2,2.3441322431465803
3,2.383895241108798
3,2.28433442505117
1,1.7967390074660137
2,2.4424375696897727
1,1.5349321071655821
2,2.4209402627472922
3,2.3407078970023907
2,2.2335175008798736
1,2.329026915080061
2,2.3247266960113735
3,2.274613013363505
1,1.5593532029824684
2,2.4128404397132655
2,2.3602039580191727
2,2.1636835240042793
3,2.279403113320044
3,2.3178801777761864
3,2.338603654355049
3,1.7004281352499386
2,2.359689523869604
2,2.245539213516131
2,2.3424732494074783
2,2.3592344477209375
3,2.3614957870470894
2,1.9867719259725285
2,2.374750464278961
1,1.487107760676293
2,2.362643078472458
3,2.3164262260057207
2,2.282791080777221
2,2.3307006233629473
3,2.0105604843456506
2,1.6156243905009877
2,2.2643858802321093
1,2.432759131748527
3,2.498152781721979
3,2.297551812498224
3,2.35881484724119
2,1.742713360750003
2,2.3362575422951246
3,2.233163123414866
2,2.2643330380481386
3,2.4605248080997644
2,2.4310516808978875
3,2.440901349157705
2,2.4599007298636604
2,2.2291479241231325
2,1.8263547177689574
2,1.5903477253011364
3,2.316626742058786
1,2.1318161734199355
3,2.2862044077617973
3,2.3415198787260527
2,2.272144908900862
2,2.3597253952261465
3,2.425284774659696
1,2.374008637590036
2,2.2539799893107486
2,2.328286068697547
3,2.3700143447261146
1,1.489350369464302
2,2.352846114465056
2,2.2430914543217617
1,1.7335431684195144
2,2.2897726457514707
3,2.4914344702628584
3,2.344149005056468
3,2.355993961230454
3,2.3763064864579078
2,2.226565708043907
3,2.4314866180280457
2,1.8695531719060572
3,2.4398831351293264
2,2.3832664467224864
2,1.8831862036531042
2,2.385421245517584
3,2.348457140092251
2,2.328148137606251
2,2.542104099355769
2,2.271056337552819
3,2.2883107926698028
2,1.8084458171979154
2,2.3387019938468203
2,2.2293685851830634
3,2.4241536151676115
2,2.348479067141537
1,1.8537663166105465
2,2.3546400115777697
2,2.322263861366123
3,2.3713866212238752
2,2.3409956246269057
2,2.3463448845009958
1,1.9902979631492523
2,2.414681887957712
3,2.3171112722539364
1,2.226565708043907
2,2.2064989807526723
3,2.36324683411331
3,2.348479067141537
3,2.4865144629918343
2,1.8512700422550328
2,1.835368257961598
3,2.215510926856735
2,2.2878360263046305
1,2.12495081231986
2,2.2328768116065185
2,2.3483567032564077
1,2.3426400478077016
2,2.495989663088754
3,2.3114281674380988
2,2.235530644481941
3,2.441789189043909
2,2.20231739258992
3,2.3349193671812434
2,1.538646405805589
3,2.4447289949285755
2,2.2574253559779507
2,2.169503378496244
2,2.3733648391196653
3,2.402785530286252
2,2.3613686303614787
2,2.3402331306372184
3,2.3533989617919593
3,2.2351528938247776
2,2.1306785989844754
2,2.308651814413985
2,2.469603451422576
2,2.334678915230189
2,2.430320220415597
2,2.3303968811415214
1,1.5986717728050124
3,2.295603942952408
2,2.377420306293484
3,2.390551139411163
1,1.742065624873888
2,2.2403685890541767
2,2.2313713800481043
1,2.383333683163546
2,2.279782778909979
2,1.8210196887720858
2,2.3699323890077246
2,2.412421046355629
3,2.481852653038745
3,2.3797294788689007
2,1.6414730241661721
3,2.271056337552819
1,1.6346993279029296
3,2.33661074467744
3,2.3519561244459672
2,2.281068086584471
2,2.2699758118825772
3,2.348204604234796
2,2.339768831659832
2,1.9985642378075439
2,2.1904267757869778
1,2.3473254209472834
3,2.1714659788845263
2,1.3874552455646088
2,2.4303651860728914
2,2.2514651639848102
3,2.3618237065101457
1,2.225444674327845
2,2.3546400115777697
3,2.2885559193523104
3,2.406564044411225
2,2.3402399206707694
2,1.7216400658115139
3,2.4103337767317594
2,1.8771751110414943
3,2.522399568132349
3,2.300019773458485
2,2.1987399807667227
1,1.3663574884312928
2,2.329617753446653
2,1.9116480192833207
2,2.2671842812903167
3,2.1592107250869885
3,2.1750398005138707
2,1.6689333663638366
1,1.614558139402175
2,2.338201178129883
2,2.4267003967655403
2,2.286421736711769
2,2.3858400291280746
2,2.207633727966877
3,2.490547620147808
2,2.124111061151286
2,2.2930972240799004
3,2.379338715075581
3,2.5528617521284933
3,2.4078206366599457
2,2.267113917215073
1,2.2319260597637216
2,2.10553467619009
2,2.350510646740893
2,2.304295363428966
1,2.1911631246348966
2,2.2461647671167664
2,2.379468798082966
2,2.238337924937172
3,2.213454817572947
2,2.243541936877816
2,1.8348044166846875
2,2.3317993198622387
3,2.4140232113724434
3,2.3864720119608953
3,2.359681398750318
2,2.3455029547091524
1,2.490547620147808
2,2.414111690734244
3,2.063564123712717
2,2.350602174793283
3,2.397059805854956
3,2.3442418299439183
2,2.4860778856946704
2,2.318549874794494
2,2.2603425117354514
2,2.384287210301017
3,2.339432806001422
3,2.312680291194479
2,2.3480096735816605
2,2.3588993570198555
1,2.3597144903158926
3,2.4119938551989093
2,2.273895952761868
3,2.3713354829461313
3,2.4484320464773432
2,2.2892558158889695
3,2.359550999027813
2,2.3270554686327176
1,1.4438242879732206
3,2.28433442505117
2,2.2328768116065185
2,2.3402844901529565
3,2.152284609802863
3,2.3296637271080884
3,2.3797294788689007
3,2.35136887837998
2,2.5230749958519008
2,2.2643858802321093
2,2.393615550948776
3,2.2862792130704466
3,2.4860034187242137
1,2.011793897068438
2,2.4604915682302524
3,1.8716740576576498
3,2.3782205025495404
3,2.3592344477209375
3,1.5822256962615673
3,2.2420092209291616
2,2.4181563152984884
2,2.375526171061701
3,2.5074268755667073
2,2.3431061671665745
3,2.446287837850657
2,2.273895952761868
3,2.1550623931078583
2,1.744783057218996
2,2.31432360260348
2,2.235565520154995
2,2.3584592120284267
2,2.4351591928366894
2,2.522990406498941
3,2.261209464341294
2,2.3487769315247684
3,2.3503007517093195
3,2.2187073316824035
2,2.3830669325199914
2,2.3592344477209375
3,2.265024712523309
3,2.4927463913643755
2,2.2262967898580954
3,2.4806268483705676
2,2.3286229039714232
2,1.507349790894267
2,2.445310280398654
2,2.2553255810780906
2,2.3406013585411056
2,2.3845640781266204
2,2.298173218244836
2,2.3066795308920764
3,2.381890767533199
2,2.4634368461745906
2,2.3089869600807646
2,2.3586436093543455
2,2.4061065229182272
2,2.3838084495287184
2,2.2700460493221324
2,2.4907370147690724
1,1.6817533451222277
2,2.3114281674380988
3,2.385473865420728
2,2.4283358298993574
2,2.3286229039714232
2,1.6806703116455384
2,1.5242282766409299
2,2.3859754781724742
3,2.456966417308963
2,2.170558589211059
3,2.3592344477209375
2,2.249429216803969
2,2.3608427312790914
2,2.221029635569914
2,2.34612924055322
2,2.3213342758615805
2,2.4860778856946704
2,2.3111994834053817
3,2.359689523869604
3,2.432350444149074
3,2.365974030270092
2,2.490147732515096
3,2.3616264179927944
2,2.316177424233838
3,2.2551478664334392
2,2.369252438583334
2,1.7259577958825547
2,2.500973513332468
3,2.356556529177874
3,2.288380575926516
2,2.320413629442431
2,2.29154238817803
2,2.49050249966191
3,2.375394349430366
2,2.195079755513167
3,2.2336873775140127
2,2.3402635380766768
3,2.241488974477451
2,2.2783709281833056
1,2.3296594234249834
2,1.7587121481344121
2,2.451016368133333
3,2.3393607373832572
3,2.194686040163532
2,2.3408004627381684
3,2.351481358080795
2,1.8098547620903092
3,2.1642810606305853
1,1.6674070805573704
3,2.289793211775579
3,2.3447010787327263
2,2.3358658892982866
2,2.382035716265543
1,1.5526161593026597
2,1.8153735824640276
2,2.533280068343078
2,2.437314657024456
3,2.2139218098186055
3,2.4070695242123596
2,2.3838084495287184
3,2.359689523869604
2,2.3089869600807646
2,1.8134216627729802
2,2.4001147721887426
3,2.3666752523938768
3,2.4198699087035407
2,2.236512552980004
2,2.3774791746737707
2,2.228954267677335
3,2.3654714064301703
2,2.2183146893791483
2,2.298736815837909
2,2.3803203172354928
2,2.349234695739439
2,2.375394349430366
2,2.42632836467679
3,2.1832800207298773
3,2.2846538422330536
2,2.3610683630183593
3,2.2328004402782367
3,2.3069576039072306
3,2.2876850399484465
2,2.2405679907817326
2,2.2930972240799004
3,2.3369509467805996
3,2.3430040627935917
3,2.4318227058348936
3,2.453772858720369
3,1.692123809809226
2,2.3269187002548115
2,2.408259923303895
2,2.3050086682135227
3,2.233163123414866
3,2.3317993198622387
3,2.3235101117646773
2,2.3023398208335615
3,2.2900618397360235
2,2.2157776424565157
1,2.3797294788689007
3,2.5122329370946277
2,2.3089869600807646
3,2.350563795296256
3,2.4512643891408286
3,2.4867243971535
2,2.3442418299439183
3,2.2954888225831094
3,2.2878150746562054
2,2.2373344602403633
3,2.3553097085960775
3,2.2983061074067277
2,1.697619986733332
3,1.7184642752441033
3,2.3069529668100786
1,2.372142249821777
2,2.246060099812005
2,2.2781259232566495
3,2.308317263062457
3,2.487239025298874
3,2.381199500523005
3,2.362247813648991
1,1.6359466483913416
2,2.4121034276165316
2,2.422286989944571
2,2.4236988812552602
3,2.4238031032271405
2,2.358554625834174
3,2.4016869562904795
3,2.351481358080795
2,2.375712337096161
2,2.3764399422787115
2,2.405154879032233
2,2.3362575422951246
3,2.2319260597637216
2,2.379338715075581
3,2.4581950731576865
2,2.2341871978981813
2,2.3314431254038213
3,2.479166366136306
2,2.359689523869604
3,2.350011336426691
2,2.179630596472337
2,2.351971449969626
3,2.336830466567311
2,2.4552785966151127
2,2.3797294788689007
2,2.281033176095268
2,2.2310261704925556
3,2.233163123414866
2,2.309396016674783
2,2.2139218098186055
2,2.4585369230340026
1,2.075572288107317
2,2.4218463319883337
3,2.3630440177928884
2,2.0202042799147546
2,2.3797294788689007
3,2.3577604391805087
3,2.3771780120570196
1,1.8208806784678777
2,2.3407696847142203
3,2.384753472747885
2,2.226565708043907
2,2.273895952761868
2,2.344468464826879
3,2.2461342598378526
1,1.6954814474352307
1,1.7187764500395715
2,2.379338715075581
2,2.4006354213340253
1,1.7096922887238954
2,1.7667101040727915
2,2.3053749577965874
2,2.2465281094088176
1,1.518720793598228
1,2.2789339039439294
2,2.204097212714911
2,2.392468569220337
3,2.3296594234249834
2,1.7649926261481605
2,2.490547620147808
3,2.2093182199241927
2,2.3466795092170707
1,1.5129268171909025
2,2.3625056012803065
2,2.329971381427394
1,2.1521463909449365
2,1.8589632465363657
3,2.327798023975543
2,2.4303651860728914
3,2.4504255297667408
2,2.3173506204716925
1,2.2319260597637216
2,2.272556640905979
3,2.334678915230189
2,1.935506409662571
2,2.1724174534594063
1,2.32538884901272
2,2.1703441315669076
2,2.203838136522374
3,2.320221444942166
3,2.3867850523472414
3,2.2389769452956862
3,2.3467345825806913
3,2.3618928844606257
2,1.5387505006473932
2,2.3056486015116713
2,2.309371696345545
2,2.3282083309230193
2,2.362643078472458
3,2.358137106993242
3,2.335795968006508
2,2.337409652131839
2,2.3534004579793364
2,2.2622809267368686
2,2.3149998497376387
2,2.3503007517093195
2,2.151239068539391
3,2.381199500523005
2,1.7120553208685392
3,2.336175740253942
2,2.4275927812907137
3,2.3486793705999682
2,2.3407146870359417
2,2.239363816413897
3,2.362722580014163
2,2.08545517848526
2,2.326166404659908
2,2.369252438583334
3,2.224624283184452
3,2.351082793439782
3,2.4599007298636604
1,2.1399150436646446
2,2.288451963707253
1,1.627867551358709
1,1.4392060466789296
2,2.2962736399707158
3,2.478860063205962
3,1.9307771117210557
3,2.3275883972731193
2,2.2261143713461524
3,2.31652051862096
2,2.3467345825806913
2,2.335587845276817
3,2.4387879087366544
3,2.405849107751736
2,2.3601136310084496
3,2.3803203172354928
2,2.34073783699559
2,2.276904469717389
2,2.2340208643845187
3,2.3463448845009958
3,2.582748044155276
2,2.2194026787529015
2,1.598833766774598
3,2.3592344477209375
2,2.1819857495042014
1,2.384753472747885
3,2.439844725243909
3,2.3313245534970664
3,2.449319601121552
2,2.3480096735816605
3,2.336847228477198
3,2.490547620147808
3,2.490050837886087
2,1.6968697927214995
2,2.3286229039714232
2,2.2650060268635115
2,2.360588397373622
3,2.348204604234796
3,2.4270565912239572
3,2.4063449758624693
2,2.3282083309230193
2,2.4381898499369985
3,2.490050837886087
2,2.3402635380766768
2,2.162984967752151
2,2.3408004627381684
3,2.4779808799184497
2,2.2803218074355973
3,2.3374769780261406
2,2.2974136999254444
3,2.34163810657071
2,2.3613020460940337
3,2.489459999519495
2,2.2388890500487246
2,2.1823691960768934
3,2.3289480564283456
2,2.176968373900221
1,1.598833766774598
2,2.382454499876034
3,2.449910439488144
2,2.2071784463454045
3,2.3376708878078363
2,2.2319260597637216
2,1.76433598200135
2,2.125151945670906
3,2.3614957870470894
2,2.412472847005761
2,2.246609026203025
2,2.242061898749637
3,2.4077316094410746
3,2.3799651275245455
2,2.379338715075581
2,2.390016170540767
3,2.2373344602403633
2,1.9133833615276576
3,2.4510496080028448
2,2.4733774239362853
2,1.5505161827007883
2,2.0692019029620106
2,2.267800574422486
1,1.671160192975753
2,2.3618237065101457
2,2.2194158796700103
3,2.2717232021250617
2,2.3858400291280746
3,2.246108175424817
1,2.23357325855259
1,1.5311435125807895
2,2.3430040627935917
2,2.4213213222810976
2,1.8751123661745988
2,2.339899852337263
3,2.522911753382297
2,2.3142496557258063
2,2.409872639260159
3,2.361885130042767
2,2.1560389566594296
2,2.356663658248762
2,2.195079755513167
2,2.308915161750732
2,2.318193680336077
2,2.369252438583334
2,1.5152015578489788
2,1.9828060591760701
2,2.255361784435245
3,2.444726447553394
2,2.2927006893260238
3,2.3845640781266204
2,2.339768831659832
3,2.416126959124955
2,1.8669053242938443
2,2.4240903966276046
2,2.1986043122552115
1,1.7002602208564217
2,2.211910963074403
2,1.8075895834663118
3,2.4123466247707155
2,2.337399302153457
3,2.3066795308920764
2,2.3994740883469996
3,2.4087452503423292
2,2.3162077127669862
3,2.490547620147808
1,1.689194888720691
2,2.318334317491474
3,2.247441293436058
2,2.186883312349933
1,1.5180153250934172
